0,1,2,3,4,5
2008,448,10092,4.43916,,
2009,509,9885,5.149216,,
2010,440,9688,4.541701,,
2011,500,10002,4.999,,
2012,487,9892,4.92317,,
2013,485,9879,4.909404,,
2014,480,9729,4.933703,,
2015,420,9276,4.527814,,
2016,416,9398,4.426474,,
2017,412,8998,4.578795,,
2018,376,9163,4.10346,,
2019,400,9206,4.344992,,
F5_02_F PTA abdominale/Beinarterien (ohne Aorta) mit OP an Becken/Beinarterien ,,,,,
BAG/OFSP/UFSP - CH-IQI Version V5-2 - Daten 2019 - 21. April 2021,,,,,
Jahr,CasesCH,,,,
2008,180,,,,
2009,166,,,,
2010,188,,,,
2011,602,,,,
2012,803,,,,
2013,816,,,,
2014,751,,,,
2015,899,,,,
2016,883,,,,
2017,918,,,,
2018,923,,,,
2019,958,,,,
L2_01_F Lungen und HerzLungenTransplantation insgesamt ,,,,,
BAG/OFSP/UFSP - CH-IQI Version V5-2 - Daten 2019 - 21. April 2021,,,,,
Jahr,CasesCH,,,,
2008,40,,,,
2009,39,,,,
2010,49,,,,
2011,52,,,,
2012,51,,,,
2013,50,,,,
2014,54,,,,
2015,52,,,,
2016,49,,,,
2017,29,,,,
2018,44,,,,
2019,38,,,,
"G4_04_M Bsartige Neubildungen der Ovarien mit Ovariektomie, Mortalitt ",,,,,
BAG/OFSP/UFSP - CH-IQI Version V5-2 - Daten 2019 - 21. April 2021,,,,,
Jahr,DeathCH,CasesCH,pCH,,
2008,7,604,1.15894,,
2009,10,616,1.623377,,
2010,7,611,1.145663,,
2011,12,603,1.99005,,
2012,8,662,1.208459,,
2013,8,640,1.25,,
2014,11,671,1.639344,,
2015,6,678,0.8849558,,
2016,8,667,1.1994,,
2017,3,641,0.4680187,,
2018,5,635,0.7874016,,
2019,3,678,0.4424779,,
"D1_02_M HD Pneumonie, Alter <20, Mortalitt ",,,,,
BAG/OFSP/UFSP - CH-IQI Version V5-2 - Daten 2019 - 21. April 2021,,,,,
Jahr,AltEGrp,Sex,DeathCH,CasesCH,pCH
2008,1,1,0,659,0
2008,1,2,0,504,0
2008,2,1,1,224,0.004464286
2008,2,2,0,180,0
2008,3,1,0,69,0
2008,3,2,1,54,0.01851852
2008,4,1,2,70,0.02857143
2008,4,2,0,80,0
2009,1,1,0,655,0
2009,1,2,0,486,0
2009,2,1,2,248,0.008064516
2009,2,2,2,223,0.00896861
2009,3,1,1,113,0.008849558
2009,3,2,1,85,0.01176471
2009,4,1,1,121,0.008264463
2009,4,2,3,101,0.02970297
2010,1,1,0,743,0
2010,1,2,3,674,0.004451039
2010,2,1,3,265,0.01132075
2010,2,2,0,217,0
2010,3,1,0,117,0
2010,3,2,1,92,0.01086957
2010,4,1,1,118,0.008474576
2010,4,2,0,92,0
2011,1,1,2,663,0.003016591
2011,1,2,1,559,0.001788909
2011,2,1,1,225,0.004444444
2011,2,2,0,224,0
2011,3,1,0,87,0
2011,3,2,1,89,0.01123596
2011,4,1,4,122,0.03278689
2011,4,2,1,81,0.01234568
2012,1,1,1,640,0.0015625
2012,1,2,0,550,0
2012,2,1,0,222,0
2012,2,2,0,174,0
2012,3,1,1,76,0.01315789
2012,3,2,0,69,0
2012,4,1,2,86,0.02325581
2012,4,2,0,71,0
2013,1,1,3,595,0.005042017
2013,1,2,0,545,0
2013,2,1,0,191,0
2013,2,2,1,173,0.005780347
2013,3,1,0,74,0
2013,3,2,0,54,0
2013,4,1,1,72,0.01388889
2013,4,2,0,47,0
2014,1,1,0,589,0
2014,1,2,0,539,0
2014,2,1,0,214,0
2014,2,2,0,171,0
2014,3,1,0,78,0
2014,3,2,0,70,0
2014,4,1,0,110,0
2014,4,2,0,81,0
2015,1,1,1,605,0.001652893
2015,1,2,1,518,0.001930502
2015,2,1,0,179,0
2015,2,2,0,179,0
2015,3,1,1,67,0.01492537
2015,3,2,0,70,0
2015,4,1,2,101,0.01980198
2015,4,2,1,69,0.01449275
2016,1,1,0,602,0
2016,1,2,1,580,0.001724138
2016,2,1,0,228,0
2016,2,2,0,221,0
2016,3,1,0,65,0
2016,3,2,0,77,0
2016,4,1,0,106,0
2016,4,2,0,74,0
2017,1,1,3,501,0.005988024
2017,1,2,0,473,0
2017,2,1,0,146,0
2017,2,2,0,116,0
2017,3,1,0,69,0
2017,3,2,0,49,0
2017,4,1,1,87,0.01149425
2017,4,2,1,77,0.01298701
2018,1,1,3,675,0.004444444
2018,1,2,1,554,0.001805054
2018,2,1,0,212,0
2018,2,2,0,186,0
2018,3,1,2,58,0.03448276
2018,3,2,1,72,0.01388889
2018,4,1,1,94,0.0106383
2018,4,2,0,61,0
2019,1,1,0,681,0
2019,1,2,3,594,0.005050505
2019,2,1,0,202,0
2019,2,2,0,181,0
2019,3,1,0,70,0
2019,3,2,3,84,0.03571429
2019,4,1,0,85,0
2019,4,2,1,77,0.01298701
"A7_25_M Isolierter offener Aortenklappenersatz ohne herzuntersttzende Systeme ohne weitere OP am Herzen (Alter >19), Mortalitt ",,,,,
BAG/OFSP/UFSP - CH-IQI Version V5-2 - Daten 2019 - 21. April 2021,,,,,
Jahr,DeathCH,CasesCH,pCH,,
2008,16,552,2.898551,,
2009,18,690,2.608696,,
2010,13,775,1.677419,,
2011,18,888,2.027027,,
2012,17,885,1.920904,,
2013,17,973,1.747174,,
2014,12,802,1.496259,,
2015,11,731,1.504788,,
2016,6,773,0.7761966,,
2017,6,707,0.8486563,,
2018,2,688,0.2906977,,
2019,6,612,0.9803922,,
"A3_13_M Therapeutische Katheter der Koronargefsse ohne HD Herzinfarkt ohne OP am Herzen (Alter >19), Zuverlegungen, Mortalitt ",,,,,
BAG/OFSP/UFSP - CH-IQI Version V5-2 - Daten 2019 - 21. April 2021,,,,,
Jahr,DeathCH,CasesCH,pCH,,
2008,20,933,2.143623,,
2009,18,738,2.439024,,
2010,21,850,2.470588,,
2011,17,707,2.404526,,
2012,26,555,4.684685,,
2013,15,490,3.061224,,
2014,11,481,2.286902,,
2015,12,477,2.515723,,
2016,22,440,5,,
2017,10,359,2.785515,,
2018,12,384,3.125,,
2019,15,334,4.491018,,
"A7_14_M OP nur an Koronargefssen ohne HD Herzinfarkt, Alter 50-59, Mortalitt ",,,,,
BAG/OFSP/UFSP - CH-IQI Version V5-2 - Daten 2019 - 21. April 2021,,,,,
Jahr,AltEGrp,Sex,DeathCH,CasesCH,pCH
2008,11,1,0,122,0
2008,11,2,0,12,0
2008,12,1,1,194,0.005154639
2008,12,2,2,32,0.0625
2009,11,1,0,124,0
2009,11,2,0,15,0
2009,12,1,2,191,0.0104712
2009,12,2,0,21,0
2010,11,1,2,120,0.01666667
2010,11,2,0,15,0
2010,12,1,4,191,0.02094241
2010,12,2,0,26,0
2011,11,1,2,139,0.01438849
2011,11,2,1,11,0.09090909
2011,12,1,0,182,0
2011,12,2,0,23,0
2012,11,1,0,111,0
2012,11,2,0,16,0
2012,12,1,0,171,0
2012,12,2,0,34,0
2013,11,1,0,140,0
2013,11,2,0,15,0
2013,12,1,1,199,0.005025126
2013,12,2,0,24,0
2014,11,1,0,137,0
2014,11,2,0,20,0
2014,12,1,1,222,0.004504505
2014,12,2,1,27,0.03703704
2015,11,1,1,110,0.009090909
2015,11,2,0,12,0
2015,12,1,2,178,0.01123596
2015,12,2,0,21,0
2016,11,1,0,122,0
2016,11,2,0,14,0
2016,12,1,2,190,0.01052632
2016,12,2,0,32,0
2017,11,1,0,110,0
2017,11,2,1,12,0.08333333
2017,12,1,1,190,0.005263158
2017,12,2,1,17,0.05882353
2018,11,1,0,117,0
2018,11,2,1,11,0.09090909
2018,12,1,0,159,0
2018,12,2,0,17,0
2019,11,1,0,107,0
2019,11,2,0,19,0
2019,12,1,1,178,0.005617978
2019,12,2,1,19,0.05263158
L2_02_F Lungentransplantation ,,,,,
BAG/OFSP/UFSP - CH-IQI Version V5-2 - Daten 2019 - 21. April 2021,,,,,
Jahr,CasesCH,,,,
2008,40,,,,
2009,39,,,,
2010,49,,,,
2011,52,,,,
2012,51,,,,
2013,50,,,,
2014,54,,,,
2015,51,,,,
2016,49,,,,
2017,29,,,,
2018,44,,,,
2019,38,,,,
"I1_15_M KnieEndoprothesenErstimplantation bei Gonarthrose und chronischer Arthritis, Mortalitt ",,,,,
BAG/OFSP/UFSP - CH-IQI Version V5-2 - Daten 2019 - 21. April 2021,,,,,
Jahr,AltEGrp,Sex,DeathCH,CasesCH,pCH
2011,7,2,0,1,0
2011,8,1,0,5,0
2011,8,2,0,2,0
2011,9,1,0,14,0
2011,9,2,0,28,0
2011,10,1,0,38,0
2011,10,2,0,84,0
2011,11,1,0,119,0
2011,11,2,0,202,0
2011,12,1,0,248,0
2011,12,2,0,400,0
2011,13,1,0,514,0
2011,13,2,0,695,0
2011,14,1,0,581,0
2011,14,2,1,901,0.001109878
2011,15,1,1,590,0.001694915
2011,15,2,0,953,0
2011,16,1,0,471,0
2011,16,2,2,1017,0.001966568
2011,17,1,0,280,0
2011,17,2,0,632,0
2011,18,1,0,79,0
2011,18,2,2,201,0.009950249
2011,19,1,0,11,0
2011,19,2,0,30,0
2011,20,2,0,1,0
2012,8,1,0,1,0
2012,9,1,0,14,0
2012,9,2,0,12,0
2012,10,1,0,40,0
2012,10,2,0,74,0
2012,11,1,0,106,0
2012,11,2,0,170,0
2012,12,1,0,242,0
2012,12,2,0,338,0
2012,13,1,0,450,0
2012,13,2,0,630,0
2012,14,1,0,546,0
2012,14,2,1,769,0.00130039
2012,15,1,1,504,0.001984127
2012,15,2,1,938,0.001066098
2012,16,1,1,424,0.002358491
2012,16,2,0,843,0
2012,17,1,0,251,0
2012,17,2,2,599,0.003338898
2012,18,1,1,67,0.01492537
2012,18,2,0,188,0
2012,19,1,0,6,0
2012,19,2,0,18,0
2012,20,2,0,1,0
2013,7,2,0,2,0
2013,8,1,0,1,0
2013,8,2,0,4,0
2013,9,1,0,10,0
2013,9,2,0,13,0
2013,10,1,0,31,0
2013,10,2,0,62,0
2013,11,1,0,95,0
2013,11,2,0,175,0
2013,12,1,0,225,0
2013,12,2,0,309,0
2013,13,1,0,449,0
2013,13,2,0,603,0
2013,14,1,0,525,0
2013,14,2,0,777,0
2013,15,1,0,495,0
2013,15,2,1,851,0.001175088
2013,16,1,0,356,0
2013,16,2,0,820,0
2013,17,1,1,217,0.004608295
2013,17,2,0,542,0
2013,18,1,0,70,0
2013,18,2,0,183,0
2013,19,1,0,11,0
2013,19,2,0,20,0
2013,20,2,0,1,0
2014,7,1,0,2,0
2014,7,2,0,2,0
2014,8,2,0,1,0
2014,9,1,0,9,0
2014,9,2,0,11,0
2014,10,1,0,28,0
2014,10,2,0,52,0
2014,11,1,0,69,0
2014,11,2,0,148,0
2014,12,1,0,222,0
2014,12,2,0,307,0
2014,13,1,0,349,0
2014,13,2,0,453,0
2014,14,1,0,419,0
2014,14,2,0,580,0
2014,15,1,1,393,0.002544529
2014,15,2,0,700,0
2014,16,1,0,323,0
2014,16,2,0,616,0
2014,17,1,0,165,0
2014,17,2,0,439,0
2014,18,1,0,53,0
2014,18,2,0,129,0
2014,19,1,0,10,0
2014,19,2,0,15,0
2014,20,2,0,1,0
2015,5,2,0,1,0
2015,6,2,0,1,0
2015,7,1,0,1,0
2015,7,2,0,1,0
2015,8,1,0,7,0
2015,8,2,0,12,0
2015,9,1,0,30,0
2015,9,2,0,48,0
2015,10,1,0,120,0
2015,10,2,0,185,0
2015,11,1,0,290,0
2015,11,2,0,573,0
2015,12,1,0,660,0
2015,12,2,0,945,0
2015,13,1,0,1052,0
2015,13,2,0,1258,0
2015,14,1,1,1124,0.0008896797
2015,14,2,0,1717,0
2015,15,1,0,1208,0
2015,15,2,0,1919,0
2015,16,1,1,907,0.001102536
2015,16,2,1,1617,0.0006184292
2015,17,1,0,494,0
2015,17,2,2,1067,0.001874414
2015,18,1,0,140,0
2015,18,2,1,369,0.002710027
2015,19,1,0,15,0
2015,19,2,1,39,0.02564103
2015,20,1,0,1,0
2015,20,2,0,3,0
2016,5,1,0,1,0
2016,7,1,0,2,0
2016,7,2,0,3,0
2016,8,1,0,5,0
2016,8,2,0,14,0
2016,9,1,0,45,0
2016,9,2,0,43,0
2016,10,1,0,120,0
2016,10,2,0,218,0
2016,11,1,0,378,0
2016,11,2,1,576,0.001736111
2016,12,1,0,765,0
2016,12,2,0,924,0
2016,13,1,0,1149,0
2016,13,2,0,1426,0
2016,14,1,0,1212,0
2016,14,2,1,1835,0.0005449591
2016,15,1,1,1260,0.0007936508
2016,15,2,0,2040,0
2016,16,1,1,965,0.001036269
2016,16,2,0,1784,0
2016,17,1,0,536,0
2016,17,2,0,1098,0
2016,18,1,0,163,0
2016,18,2,0,348,0
2016,19,1,0,18,0
2016,19,2,0,36,0
2016,20,1,0,1,0
2016,20,2,0,1,0
2017,6,2,0,2,0
2017,7,1,0,2,0
2017,8,1,0,12,0
2017,8,2,0,14,0
2017,9,1,0,29,0
2017,9,2,0,40,0
2017,10,1,0,102,0
2017,10,2,0,193,0
2017,11,1,0,346,0
2017,11,2,0,596,0
2017,12,1,0,725,0
2017,12,2,0,932,0
2017,13,1,0,1188,0
2017,13,2,0,1386,0
2017,14,1,0,1202,0
2017,14,2,0,1757,0
2017,15,1,1,1335,0.0007490637
2017,15,2,0,1993,0
2017,16,1,0,919,0
2017,16,2,0,1694,0
2017,17,1,0,522,0
2017,17,2,2,1017,0.001966568
2017,18,1,0,160,0
2017,18,2,1,367,0.002724796
2017,19,1,0,17,0
2017,19,2,0,47,0
2018,1,2,0,1,0
2018,7,2,0,1,0
2018,8,1,0,12,0
2018,8,2,0,9,0
2018,9,1,0,24,0
2018,9,2,0,40,0
2018,10,1,0,131,0
2018,10,2,0,193,0
2018,11,1,0,338,0
2018,11,2,0,549,0
2018,12,1,0,752,0
2018,12,2,0,1001,0
2018,13,1,0,1123,0
2018,13,2,0,1311,0
2018,14,1,0,1189,0
2018,14,2,0,1644,0
2018,15,1,1,1256,0.0007961783
2018,15,2,0,1949,0
2018,16,1,1,991,0.001009082
2018,16,2,0,1671,0
2018,17,1,1,524,0.001908397
2018,17,2,0,991,0
2018,18,1,0,191,0
2018,18,2,2,380,0.005263158
2018,19,1,1,26,0.03846154
2018,19,2,0,61,0
2018,20,1,0,1,0
2019,6,2,0,1,0
2019,7,1,0,2,0
2019,7,2,0,2,0
2019,8,1,0,13,0
2019,8,2,0,15,0
2019,9,1,0,25,0
2019,9,2,0,51,0
2019,10,1,0,104,0
2019,10,2,0,183,0
2019,11,1,0,371,0
2019,11,2,0,552,0
2019,12,1,0,720,0
2019,12,2,0,989,0
2019,13,1,0,1187,0
2019,13,2,0,1376,0
2019,14,1,0,1239,0
2019,14,2,0,1661,0
2019,15,1,0,1427,0
2019,15,2,1,2018,0.0004955401
2019,16,1,0,1160,0
2019,16,2,0,1832,0
2019,17,1,1,553,0.001808318
2019,17,2,1,1117,0.0008952551
2019,18,1,0,192,0
2019,18,2,0,441,0
2019,19,1,0,20,0
2019,19,2,0,51,0
2019,20,1,0,1,0
2019,20,2,0,2,0
"B1_16_P Anteil Hirninfarkt (ICD10 I63, Alter >19) mit Frhrehabilitation, Direktaufnahmen ",,,,,
BAG/OFSP/UFSP - CH-IQI Version V5-2 - Daten 2019 - 21. April 2021,,,,,
Jahr,CasesCH,CasesCHDen,pCH,,
2009,6,6712,0.08939213,,
2010,77,7195,1.070188,,
2011,59,7563,0.7801137,,
2012,137,8447,1.621878,,
2013,202,9059,2.229827,,
2014,264,9451,2.793355,,
2015,258,10034,2.571258,,
2016,327,10690,3.058934,,
2017,452,11421,3.957622,,
2018,401,12060,3.325041,,
2019,325,12581,2.58326,,
"F2_11_M Resektion/Ersatz der thorakalen/thorakoabdominalen Aorta bei Aneurysma, nicht rupturiert, mit OP am Herzen, Mortalitt ",,,,,
BAG/OFSP/UFSP - CH-IQI Version V5-2 - Daten 2019 - 21. April 2021,,,,,
Jahr,AltEGrp,Sex,DeathCH,CasesCH,pCH
2008,9,1,0,1,0
2008,10,1,0,1,0
2008,12,1,0,1,0
2009,8,1,0,1,0
2009,10,2,0,1,0
2009,12,2,0,1,0
2009,13,1,0,2,0
2009,14,1,0,3,0
2009,15,1,0,1,0
2009,15,2,0,1,0
2009,16,1,0,1,0
2010,11,1,0,1,0
2010,11,2,0,1,0
2010,12,1,0,1,0
2010,13,1,0,1,0
2010,14,1,0,5,0
2010,14,2,0,1,0
2010,15,1,1,5,0.2
2010,16,1,1,3,0.3333333
2011,4,1,0,3,0
2011,5,2,0,1,0
2011,6,1,0,3,0
2011,6,2,0,1,0
2011,7,1,0,3,0
2011,7,2,0,1,0
2011,8,1,0,14,0
2011,8,2,0,1,0
2011,9,1,0,22,0
2011,9,2,0,1,0
2011,10,1,0,25,0
2011,10,2,0,3,0
2011,11,1,4,24,0.1666667
2011,11,2,1,4,0.25
2011,12,1,0,29,0
2011,12,2,0,6,0
2011,13,1,2,40,0.05
2011,13,2,0,6,0
2011,14,1,1,48,0.02083333
2011,14,2,1,14,0.07142857
2011,15,1,1,36,0.02777778
2011,15,2,0,12,0
2011,16,1,3,26,0.1153846
2011,16,2,1,17,0.05882353
2011,17,1,2,9,0.2222222
2011,17,2,0,10,0
2011,18,1,1,1,1
2012,5,1,0,1,0
2012,6,1,0,2,0
2012,7,1,0,5,0
2012,7,2,0,2,0
2012,8,1,0,9,0
2012,8,2,0,3,0
2012,9,1,0,13,0
2012,9,2,0,2,0
2012,10,1,1,26,0.03846154
2012,10,2,0,3,0
2012,11,1,1,35,0.02857143
2012,11,2,0,7,0
2012,12,1,1,41,0.02439024
2012,12,2,1,8,0.125
2012,13,1,0,46,0
2012,13,2,0,13,0
2012,14,1,5,65,0.07692308
2012,14,2,3,19,0.1578947
2012,15,1,2,40,0.05
2012,15,2,4,23,0.173913
2012,16,1,1,33,0.03030303
2012,16,2,0,26,0
2012,17,1,0,5,0
2012,17,2,3,11,0.2727273
2012,18,1,0,1,0
2012,18,2,1,2,0.5
2012,19,2,0,1,0
2013,4,1,0,1,0
2013,4,2,0,1,0
2013,5,1,0,2,0
2013,5,2,0,1,0
2013,6,1,0,3,0
2013,7,1,0,7,0
2013,7,2,0,1,0
2013,8,1,0,10,0
2013,8,2,0,1,0
2013,9,1,0,13,0
2013,9,2,1,4,0.25
2013,10,1,0,26,0
2013,10,2,0,7,0
2013,11,1,0,28,0
2013,11,2,1,5,0.2
2013,12,1,2,37,0.05405405
2013,12,2,1,10,0.1
2013,13,1,1,56,0.01785714
2013,13,2,2,12,0.1666667
2013,14,1,5,50,0.1
2013,14,2,0,20,0
2013,15,1,6,51,0.1176471
2013,15,2,2,18,0.1111111
2013,16,1,3,31,0.09677419
2013,16,2,3,27,0.1111111
2013,17,1,6,19,0.3157895
2013,17,2,3,16,0.1875
2013,18,1,0,1,0
2013,18,2,0,3,0
2014,3,1,0,2,0
2014,4,1,0,1,0
2014,5,1,0,1,0
2014,6,1,0,3,0
2014,6,2,0,1,0
2014,7,1,0,3,0
2014,7,2,0,2,0
2014,8,1,0,7,0
2014,8,2,0,1,0
2014,9,1,0,17,0
2014,9,2,1,1,1
2014,10,1,0,22,0
2014,10,2,0,4,0
2014,11,1,4,38,0.1052632
2014,11,2,0,12,0
2014,12,1,1,39,0.02564103
2014,12,2,0,8,0
2014,13,1,1,39,0.02564103
2014,13,2,1,15,0.06666667
2014,14,1,2,64,0.03125
2014,14,2,0,15,0
2014,15,1,4,49,0.08163265
2014,15,2,3,19,0.1578947
2014,16,1,3,33,0.09090909
2014,16,2,2,25,0.08
2014,17,1,1,19,0.05263158
2014,17,2,0,5,0
2014,18,1,0,2,0
2014,18,2,0,1,0
2015,3,1,0,1,0
2015,4,1,0,1,0
2015,5,1,0,1,0
2015,6,1,0,4,0
2015,6,2,0,1,0
2015,7,1,0,2,0
2015,8,1,0,9,0
2015,8,2,0,2,0
2015,9,1,0,9,0
2015,9,2,0,2,0
2015,10,1,0,20,0
2015,10,2,1,3,0.3333333
2015,11,1,4,24,0.1666667
2015,11,2,0,8,0
2015,12,1,1,41,0.02439024
2015,12,2,0,14,0
2015,13,1,1,48,0.02083333
2015,13,2,2,17,0.1176471
2015,14,1,2,65,0.03076923
2015,14,2,1,23,0.04347826
2015,15,1,1,47,0.0212766
2015,15,2,1,20,0.05
2015,16,1,0,25,0
2015,16,2,3,24,0.125
2015,17,1,3,20,0.15
2015,17,2,1,13,0.07692308
2015,18,1,0,1,0
2015,18,2,0,2,0
2016,1,1,0,1,0
2016,6,1,0,2,0
2016,6,2,0,1,0
2016,7,2,0,1,0
2016,8,1,0,6,0
2016,9,1,1,13,0.07692308
2016,9,2,0,2,0
2016,10,1,0,23,0
2016,10,2,0,8,0
2016,11,1,0,32,0
2016,11,2,1,4,0.25
2016,12,1,0,39,0
2016,12,2,0,13,0
2016,13,1,4,63,0.06349206
2016,13,2,0,14,0
2016,14,1,0,53,0
2016,14,2,3,23,0.1304348
2016,15,1,4,61,0.06557377
2016,15,2,4,29,0.137931
2016,16,1,1,32,0.03125
2016,16,2,3,16,0.1875
2016,17,1,1,6,0.1666667
2016,17,2,1,7,0.1428571
2016,18,1,0,1,0
2016,18,2,0,3,0
2017,4,1,0,1,0
2017,6,1,0,1,0
2017,7,1,0,3,0
2017,7,2,0,1,0
2017,8,1,0,13,0
2017,8,2,0,1,0
2017,9,1,0,11,0
2017,9,2,0,2,0
2017,10,1,1,33,0.03030303
2017,10,2,0,3,0
2017,11,1,0,38,0
2017,11,2,0,4,0
2017,12,1,1,39,0.02564103
2017,12,2,1,16,0.0625
2017,13,1,3,68,0.04411765
2017,13,2,0,9,0
2017,14,1,1,72,0.01388889
2017,14,2,1,23,0.04347826
2017,15,1,2,71,0.02816901
2017,15,2,3,30,0.1
2017,16,1,3,35,0.08571429
2017,16,2,2,21,0.0952381
2017,17,1,1,18,0.05555556
2017,17,2,3,11,0.2727273
2017,18,1,2,3,0.6666667
2017,18,2,1,2,0.5
2018,4,2,0,1,0
2018,5,1,0,1,0
2018,5,2,0,1,0
2018,6,1,0,2,0
2018,7,1,0,3,0
2018,7,2,0,2,0
2018,8,1,0,6,0
2018,8,2,0,1,0
2018,9,1,1,8,0.125
2018,9,2,0,1,0
2018,10,1,1,14,0.07142857
2018,10,2,0,3,0
2018,11,1,2,46,0.04347826
2018,11,2,0,10,0
2018,12,1,2,50,0.04
2018,12,2,0,7,0
2018,13,1,3,51,0.05882353
2018,13,2,1,21,0.04761905
2018,14,1,2,47,0.04255319
2018,14,2,2,21,0.0952381
2018,15,1,1,71,0.01408451
2018,15,2,3,25,0.12
2018,16,1,4,44,0.09090909
2018,16,2,3,21,0.1428571
2018,17,1,0,16,0
2018,17,2,1,8,0.125
2018,18,2,0,1,0
2018,19,1,0,1,0
2019,2,1,0,1,0
2019,4,1,0,2,0
2019,5,2,0,1,0
2019,7,1,0,5,0
2019,8,1,1,7,0.1428571
2019,8,2,0,1,0
2019,9,1,0,6,0
2019,9,2,0,6,0
2019,10,1,0,15,0
2019,10,2,0,2,0
2019,11,1,3,44,0.06818182
2019,11,2,0,5,0
2019,12,1,1,54,0.01851852
2019,12,2,0,6,0
2019,13,1,1,53,0.01886792
2019,13,2,3,20,0.15
2019,14,1,3,48,0.0625
2019,14,2,1,30,0.03333333
2019,15,1,4,54,0.07407407
2019,15,2,4,30,0.1333333
2019,16,1,4,41,0.09756098
2019,16,2,1,20,0.05
2019,17,1,1,11,0.09090909
2019,17,2,1,8,0.125
2019,18,1,1,6,0.1666667
2019,18,2,1,3,0.3333333
"A7_28_M OP nur an Koronargefssen bei HD Herzinfarkt ohne herzuntersttzende Systeme (Alter >19), Mortalitt ",,,,,
BAG/OFSP/UFSP - CH-IQI Version V5-2 - Daten 2019 - 21. April 2021,,,,,
Jahr,AltEGrp,Sex,DeathCH,CasesCH,pCH
2008,9,1,0,5,0
2008,10,1,0,12,0
2008,11,1,0,18,0
2008,11,2,0,2,0
2008,12,1,1,25,0.04
2008,12,2,0,6,0
2008,13,1,0,48,0
2008,13,2,0,6,0
2008,14,1,2,36,0.05555556
2008,14,2,0,9,0
2008,15,1,1,31,0.03225806
2008,15,2,0,15,0
2008,16,1,0,39,0
2008,16,2,0,17,0
2008,17,1,0,14,0
2008,17,2,0,7,0
2008,18,1,0,1,0
2008,18,2,0,1,0
2009,8,1,0,4,0
2009,9,1,0,1,0
2009,10,1,1,14,0.07142857
2009,10,2,0,5,0
2009,11,1,0,15,0
2009,11,2,0,2,0
2009,12,1,0,29,0
2009,12,2,0,3,0
2009,13,1,0,36,0
2009,13,2,0,3,0
2009,14,1,0,41,0
2009,14,2,0,12,0
2009,15,1,1,40,0.025
2009,15,2,0,8,0
2009,16,1,2,29,0.06896552
2009,16,2,0,8,0
2009,17,1,0,10,0
2009,17,2,4,8,0.5
2009,18,1,0,2,0
2009,18,2,0,2,0
2010,8,1,0,1,0
2010,9,1,0,6,0
2010,10,1,0,17,0
2010,10,2,0,1,0
2010,11,1,0,22,0
2010,11,2,0,3,0
2010,12,1,0,38,0
2010,12,2,0,3,0
2010,13,1,0,65,0
2010,13,2,0,9,0
2010,14,1,0,50,0
2010,14,2,0,14,0
2010,15,1,1,69,0.01449275
2010,15,2,1,15,0.06666667
2010,16,1,1,51,0.01960784
2010,16,2,0,24,0
2010,17,1,1,23,0.04347826
2010,17,2,2,17,0.1176471
2010,18,1,1,3,0.3333333
2011,8,1,0,1,0
2011,9,1,0,3,0
2011,9,2,0,1,0
2011,10,1,0,23,0
2011,10,2,0,2,0
2011,11,1,0,25,0
2011,11,2,0,3,0
2011,12,1,1,48,0.02083333
2011,12,2,0,5,0
2011,13,1,1,55,0.01818182
2011,13,2,1,10,0.1
2011,14,1,0,65,0
2011,14,2,0,11,0
2011,15,1,1,66,0.01515152
2011,15,2,1,16,0.0625
2011,16,1,2,60,0.03333333
2011,16,2,0,15,0
2011,17,1,0,28,0
2011,17,2,2,14,0.1428571
2011,18,1,2,5,0.4
2011,18,2,1,2,0.5
2012,7,1,0,1,0
2012,7,2,0,1,0
2012,9,1,0,7,0
2012,10,1,0,16,0
2012,10,2,0,3,0
2012,11,1,0,32,0
2012,11,2,0,2,0
2012,12,1,0,41,0
2012,12,2,0,7,0
2012,13,1,2,53,0.03773585
2012,13,2,0,11,0
2012,14,1,2,82,0.02439024
2012,14,2,1,14,0.07142857
2012,15,1,1,69,0.01449275
2012,15,2,1,28,0.03571429
2012,16,1,1,53,0.01886792
2012,16,2,0,20,0
2012,17,1,2,23,0.08695652
2012,17,2,1,14,0.07142857
2012,18,1,1,5,0.2
2013,7,1,0,1,0
2013,8,1,0,4,0
2013,8,2,0,1,0
2013,9,1,0,8,0
2013,10,1,2,23,0.08695652
2013,10,2,0,2,0
2013,11,1,0,31,0
2013,11,2,0,7,0
2013,12,1,0,52,0
2013,12,2,0,4,0
2013,13,1,0,60,0
2013,13,2,0,11,0
2013,14,1,2,64,0.03125
2013,14,2,0,17,0
2013,15,1,2,71,0.02816901
2013,15,2,1,17,0.05882353
2013,16,1,0,52,0
2013,16,2,3,16,0.1875
2013,17,1,3,26,0.1153846
2013,17,2,0,25,0
2013,18,1,1,5,0.2
2013,18,2,0,4,0
2014,5,1,0,1,0
2014,9,1,0,2,0
2014,10,1,0,21,0
2014,10,2,0,2,0
2014,11,1,0,42,0
2014,11,2,0,3,0
2014,12,1,1,66,0.01515152
2014,12,2,0,8,0
2014,13,1,0,75,0
2014,13,2,0,12,0
2014,14,1,0,83,0
2014,14,2,0,18,0
2014,15,1,1,86,0.01162791
2014,15,2,2,11,0.1818182
2014,16,1,3,62,0.0483871
2014,16,2,0,21,0
2014,17,1,1,25,0.04
2014,17,2,0,20,0
2014,18,1,1,6,0.1666667
2014,18,2,0,3,0
2014,19,1,0,1,0
