ICD-10,Bezeichnung,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90-94,95+,Total
088,"Other malignant neoplasms of the lymphatic, haematopoietic and related tissues",7.0,2.0,2.0,0.0,2.0,9.0,6.0,8.0,15.0,21.0,51.0,75.0,89.0,187.0,163.0,153.0,117.0,71.0,9.0,4.0,991.0
041,Other viral diseases,184.0,28.0,45.0,168.0,53.0,35.0,33.0,40.0,24.0,32.0,45.0,27.0,39.0,44.0,48.0,38.0,41.0,44.0,19.0,1.0,988.0
128,Cerebral palsy and other paralytic syndromes,6.0,13.0,17.0,27.0,32.0,29.0,47.0,43.0,47.0,48.0,72.0,75.0,93.0,88.0,95.0,115.0,76.0,42.0,15.0,2.0,982.0
097,iron deficiency anemia,14.0,3.0,4.0,12.0,4.0,2.0,12.0,13.0,22.0,37.0,23.0,31.0,20.0,52.0,96.0,128.0,156.0,171.0,134.0,45.0,979.0
256,Congenital malformations of the circulatory system,454.0,69.0,33.0,27.0,20.0,25.0,21.0,26.0,26.0,48.0,42.0,52.0,41.0,31.0,18.0,18.0,1.0,6.0,0.0,0.0,958.0
102,Hyperthyroidism (Thyrotoxicosis),0.0,0.0,2.0,12.0,34.0,40.0,63.0,83.0,81.0,84.0,86.0,95.0,87.0,64.0,80.0,71.0,34.0,21.0,9.0,3.0,949.0
189,Crohn's disease and ulcerative colitis,1.0,4.0,20.0,48.0,65.0,71.0,81.0,77.0,60.0,46.0,43.0,50.0,59.0,62.0,60.0,59.0,55.0,36.0,12.0,2.0,911.0
182,"Other diseases of the oral cavity, salivary glands and jaws",12.0,15.0,18.0,29.0,39.0,42.0,34.0,35.0,47.0,39.0,54.0,83.0,75.0,75.0,84.0,76.0,75.0,43.0,22.0,8.0,905.0
099,Hemorrhagic diathesis and other diseases of the blood and blood-forming organs,40.0,22.0,20.0,10.0,25.0,25.0,29.0,25.0,38.0,38.0,38.0,69.0,60.0,77.0,104.0,90.0,92.0,58.0,33.0,11.0,904.0
279,Injury to other internal organs,22.0,39.0,40.0,29.0,34.0,29.0,44.0,29.0,43.0,36.0,56.0,68.0,67.0,60.0,59.0,66.0,57.0,65.0,21.0,12.0,876.0
287,Other and unspecified damage caused by external causes,74.0,21.0,41.0,59.0,54.0,51.0,49.0,49.0,65.0,53.0,62.0,56.0,41.0,32.0,43.0,43.0,29.0,22.0,10.0,6.0,860.0
226,Other inflammatory diseases of the female pelvic organs,8.0,1.0,12.0,40.0,65.0,120.0,109.0,115.0,90.0,68.0,57.0,43.0,26.0,25.0,27.0,20.0,10.0,15.0,8.0,0.0,859.0
134,Retinal detachment and retinal tear,0.0,0.0,5.0,5.0,3.0,7.0,15.0,16.0,19.0,47.0,77.0,121.0,118.0,117.0,120.0,87.0,49.0,44.0,6.0,2.0,858.0
235,Medically induced abortion,0.0,0.0,1.0,28.0,74.0,160.0,222.0,244.0,96.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,834.0
098,Other anemias,34.0,20.0,20.0,41.0,15.0,24.0,32.0,21.0,17.0,26.0,36.0,24.0,35.0,63.0,93.0,94.0,83.0,78.0,48.0,20.0,824.0
060,Malignant neoplasm of the stomach,0.0,0.0,0.0,0.0,0.0,3.0,10.0,20.0,20.0,31.0,67.0,84.0,82.0,76.0,123.0,85.0,95.0,62.0,27.0,5.0,790.0
140,Otitis media and other diseases of the middle ear and the mastoid process,69.0,44.0,49.0,54.0,36.0,48.0,62.0,60.0,56.0,52.0,51.0,60.0,45.0,35.0,24.0,21.0,9.0,6.0,1.0,0.0,782.0
072,Malignant neoplasms of mesothelial tissue and soft tissue,49.0,25.0,5.0,31.0,15.0,26.0,9.0,11.0,22.0,52.0,60.0,62.0,65.0,72.0,89.0,75.0,59.0,41.0,10.0,2.0,780.0
080,Other malignant neoplasms of the urinary organs,9.0,7.0,0.0,1.0,2.0,3.0,1.0,6.0,13.0,18.0,64.0,57.0,64.0,110.0,117.0,134.0,85.0,66.0,18.0,1.0,776.0
065,Other malignant neoplasms of the digestive organs,0.0,0.0,0.0,0.0,2.0,0.0,4.0,5.0,19.0,23.0,43.0,37.0,69.0,90.0,121.0,140.0,123.0,74.0,18.0,1.0,769.0
063,Malignant neoplasm of the liver and intrahepatic bile ducts,40.0,3.0,1.0,0.0,2.0,4.0,10.0,5.0,7.0,16.0,34.0,66.0,74.0,79.0,123.0,120.0,90.0,43.0,8.0,4.0,729.0
071,Other malignant neoplasms of the skin,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,8.0,11.0,26.0,24.0,33.0,60.0,66.0,105.0,112.0,147.0,75.0,34.0,707.0
057,Other infectious and parasitic diseases,40.0,20.0,22.0,17.0,16.0,15.0,22.0,18.0,16.0,19.0,32.0,33.0,55.0,33.0,70.0,73.0,67.0,76.0,41.0,13.0,698.0
165,Acute pharyngitis and acute tonsillitis,66.0,30.0,20.0,160.0,113.0,87.0,64.0,51.0,26.0,13.0,14.0,10.0,14.0,3.0,3.0,4.0,3.0,2.0,2.0,1.0,686.0
091,Benign neoplasm of the mammary gland,0.0,0.0,7.0,49.0,74.0,62.0,57.0,67.0,73.0,75.0,65.0,39.0,24.0,24.0,12.0,14.0,4.0,3.0,0.0,0.0,649.0
265,Other congenital malformations,204.0,33.0,24.0,61.0,70.0,41.0,35.0,33.0,28.0,18.0,26.0,18.0,18.0,9.0,10.0,1.0,3.0,1.0,0.0,0.0,633.0
074,Malignant neoplasm of the cervix uteri,0.0,0.0,0.0,0.0,0.0,9.0,30.0,46.0,65.0,92.0,72.0,50.0,69.0,61.0,47.0,32.0,30.0,16.0,8.0,3.0,630.0
264,Other congenital malformations and deformities of the musculoskeletal system,216.0,33.0,139.0,88.0,37.0,27.0,20.0,17.0,12.0,10.0,3.0,5.0,3.0,5.0,2.0,1.0,1.0,1.0,1.0,0.0,621.0
248,Intrauterine hypoxia and asphyxia during childbirth,602.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,602.0
159,Arterial embolism and thrombosis,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,8.0,7.0,21.0,24.0,43.0,52.0,84.0,79.0,93.0,96.0,70.0,14.0,602.0
290,People who use the healthcare system for examination and clarification,155.0,18.0,24.0,24.0,12.0,12.0,25.0,13.0,23.0,18.0,30.0,32.0,59.0,32.0,37.0,31.0,30.0,18.0,5.0,2.0,600.0
234,Spontaneous abortion,0.0,0.0,0.0,2.0,34.0,120.0,183.0,167.0,82.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,595.0
193,Alcoholic Liver Disease,0.0,0.0,0.0,0.0,0.0,3.0,15.0,22.0,38.0,57.0,89.0,97.0,91.0,78.0,40.0,35.0,10.0,4.0,1.0,0.0,580.0
224,salpingitis and oophoritis,1.0,0.0,4.0,15.0,41.0,61.0,84.0,91.0,65.0,79.0,71.0,23.0,17.0,5.0,3.0,1.0,1.0,1.0,0.0,0.0,563.0
034,Varicella [chicken pox] and zoster,11.0,3.0,5.0,7.0,6.0,8.0,7.0,7.0,9.0,10.0,19.0,36.0,26.0,38.0,53.0,74.0,98.0,75.0,43.0,21.0,556.0
181,Other diseases of the teeth and periodontium,12.0,13.0,10.0,179.0,50.0,29.0,33.0,23.0,28.0,26.0,30.0,37.0,13.0,15.0,10.0,14.0,10.0,13.0,3.0,1.0,549.0
070,Malignant melanoma of the skin,0.0,0.0,0.0,1.0,1.0,10.0,14.0,20.0,41.0,39.0,44.0,36.0,55.0,71.0,64.0,60.0,40.0,31.0,9.0,0.0,536.0
209,Osteomyelitis,25.0,29.0,23.0,7.0,2.0,5.0,11.0,11.0,11.0,12.0,23.0,29.0,30.0,43.0,46.0,69.0,71.0,54.0,22.0,9.0,532.0
161,"Phlebitis, thrombophlebitis, venous embolism and thrombosis",1.0,1.0,1.0,7.0,15.0,11.0,16.0,9.0,16.0,27.0,13.0,20.0,33.0,21.0,68.0,70.0,65.0,67.0,46.0,17.0,524.0
120,Inflammatory diseases of the central nervous system,26.0,20.0,8.0,19.0,14.0,21.0,17.0,25.0,19.0,23.0,37.0,34.0,40.0,41.0,45.0,42.0,22.0,18.0,3.0,1.0,475.0
105,malnutrition,9.0,3.0,3.0,15.0,5.0,6.0,6.0,10.0,13.0,25.0,11.0,34.0,28.0,37.0,53.0,66.0,71.0,38.0,17.0,11.0,461.0
282,Consequences of entering a foreign body through a natural orifice,95.0,22.0,16.0,20.0,13.0,29.0,25.0,28.0,22.0,11.0,9.0,17.0,11.0,9.0,15.0,23.0,21.0,31.0,15.0,7.0,439.0
155,"Stroke, not referred to as hemorrhage or infarction",0.0,0.0,1.0,1.0,0.0,5.0,6.0,5.0,5.0,8.0,15.0,11.0,21.0,25.0,39.0,70.0,89.0,82.0,36.0,5.0,424.0
283,burns and chemical burns,130.0,19.0,12.0,16.0,7.0,28.0,26.0,21.0,14.0,21.0,22.0,18.0,23.0,9.0,12.0,18.0,16.0,6.0,1.0,0.0,419.0
059,Malignant neoplasm of the esophagus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,6.0,35.0,43.0,62.0,61.0,71.0,56.0,49.0,17.0,4.0,409.0
261,Other malformations of the urogenital system,202.0,17.0,18.0,16.0,14.0,18.0,22.0,15.0,14.0,6.0,5.0,13.0,9.0,10.0,7.0,4.0,0.0,0.0,1.0,0.0,391.0
110,Volumenmangel,7.0,8.0,3.0,1.0,3.0,1.0,4.0,2.0,3.0,7.0,9.0,13.0,9.0,18.0,30.0,42.0,74.0,73.0,56.0,22.0,385.0
999,unknown,155.0,1.0,2.0,6.0,4.0,9.0,15.0,11.0,22.0,13.0,12.0,12.0,11.0,17.0,10.0,21.0,21.0,22.0,12.0,6.0,382.0
259,Other congenital malformations of the digestive system,254.0,6.0,7.0,6.0,4.0,3.0,3.0,4.0,5.0,3.0,10.0,5.0,15.0,5.0,6.0,2.0,4.0,3.0,0.0,0.0,345.0
247,birth trauma,325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327.0
069,Malignant neoplasm of bone and articular cartilage,0.0,32.0,43.0,46.0,15.0,13.0,7.0,16.0,17.0,21.0,20.0,7.0,15.0,11.0,25.0,20.0,6.0,7.0,3.0,1.0,325.0
285,Toxic effects of mainly non-medically used substances,14.0,7.0,14.0,23.0,24.0,21.0,14.0,16.0,32.0,32.0,21.0,23.0,13.0,15.0,19.0,10.0,16.0,5.0,3.0,1.0,323.0
132,Keratitis and other diseases of the sclera and cornea,1.0,0.0,1.0,3.0,10.0,7.0,9.0,6.0,8.0,5.0,22.0,25.0,23.0,21.0,28.0,37.0,40.0,45.0,16.0,7.0,314.0
262,Congenital deformities of the hip,136.0,13.0,20.0,47.0,23.0,26.0,12.0,8.0,9.0,5.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,304.0
292,Other people with potential health risks related to communicable diseases,99.0,4.0,1.0,2.0,5.0,3.0,2.0,5.0,1.0,4.0,6.0,8.0,6.0,9.0,15.0,27.0,32.0,48.0,15.0,5.0,297.0
118,intellectual disability,0.0,0.0,2.0,24.0,47.0,47.0,28.0,22.0,16.0,27.0,24.0,15.0,20.0,10.0,9.0,4.0,1.0,0.0,0.0,0.0,296.0
089,Carcinoma in situ der Cervix uteri,0.0,0.0,0.0,0.0,2.0,6.0,31.0,59.0,64.0,46.0,34.0,23.0,11.0,10.0,4.0,1.0,0.0,1.0,0.0,0.0,292.0
030,Virusenzephalitis,8.0,15.0,4.0,6.0,4.0,13.0,17.0,23.0,14.0,17.0,21.0,23.0,35.0,21.0,15.0,16.0,9.0,4.0,5.0,0.0,270.0
263,Congenital deformities of the feet,135.0,13.0,37.0,38.0,3.0,5.0,4.0,3.0,1.0,2.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,253.0
232,female sterility,0.0,0.0,0.0,1.0,4.0,45.0,80.0,94.0,24.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.0
042,Mykosen,11.0,2.0,2.0,8.0,2.0,1.0,2.0,8.0,16.0,5.0,20.0,15.0,19.0,15.0,38.0,31.0,31.0,17.0,5.0,1.0,249.0
251,Other infections specific to the perinatal period,233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.0
231,climacteric disorders,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,44.0,42.0,31.0,26.0,14.0,20.0,19.0,11.0,5.0,1.0,226.0
068,Other malignant neoplasms of the respiratory and intrathoracic organs,1.0,14.0,0.0,0.0,5.0,0.0,1.0,0.0,2.0,11.0,30.0,29.0,16.0,20.0,24.0,36.0,17.0,7.0,5.0,1.0,219.0
085,Hodgkin's disease [lymphogranulomatosis],0.0,0.0,5.0,4.0,19.0,22.0,28.0,5.0,22.0,13.0,8.0,22.0,18.0,19.0,8.0,10.0,3.0,9.0,0.0,0.0,215.0
100,Certain disorders involving the immune system,4.0,1.0,2.0,4.0,17.0,5.0,8.0,14.0,11.0,16.0,32.0,14.0,15.0,15.0,15.0,16.0,8.0,3.0,0.0,0.0,200.0
252,Hemolytic disease in the fetus and newborn,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0
255,Other congenital malformations of the nervous system,138.0,5.0,4.0,4.0,3.0,5.0,5.0,4.0,7.0,3.0,3.0,1.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,188.0
033,Infections caused by herpes viruses [Herpes simplexl,37.0,6.0,5.0,2.0,10.0,8.0,7.0,18.0,8.0,2.0,8.0,10.0,6.0,12.0,14.0,12.0,11.0,2.0,2.0,1.0,181.0
094,Benign neoplasm of the hamstrings,0.0,3.0,0.0,1.0,2.0,4.0,5.0,10.0,3.0,15.0,18.0,14.0,22.0,18.0,24.0,20.0,12.0,2.0,2.0,1.0,176.0
245,Damage to the fetus and newborn from maternal factors and from complications of pregnancy. labor and delivery,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0
257,lip-. Cleft jaw and palate,108.0,18.0,9.0,24.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0
095,Benign neoplasm of the brain and other parts of the central nervous system,10.0,4.0,4.0,9.0,8.0,3.0,6.0,11.0,8.0,11.0,18.0,21.0,11.0,13.0,14.0,7.0,2.0,3.0,0.0,1.0,164.0
141,hearing loss,16.0,7.0,3.0,5.0,4.0,3.0,4.0,9.0,12.0,7.0,20.0,7.0,18.0,6.0,13.0,16.0,7.0,3.0,0.0,0.0,160.0
136,Strabismus,7.0,11.0,4.0,9.0,2.0,1.0,12.0,5.0,7.0,10.0,10.0,10.0,12.0,12.0,16.0,7.0,12.0,4.0,2.0,0.0,153.0
081,Malignant neoplasm of the eye and the ocular appendages,32.0,0.0,0.0,1.0,1.0,2.0,0.0,7.0,5.0,7.0,10.0,8.0,13.0,16.0,7.0,15.0,2.0,2.0,0.0,0.0,128.0
269,Senilität,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,6.0,10.0,25.0,37.0,34.0,9.0,126.0
177,bronchiectasis,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,9.0,1.0,13.0,18.0,10.0,20.0,21.0,14.0,7.0,3.0,1.0,123.0
280,Crushing and traumatic amputations of specified and multiple body regions,10.0,9.0,0.0,7.0,7.0,6.0,8.0,8.0,7.0,9.0,5.0,1.0,8.0,4.0,2.0,7.0,8.0,4.0,6.0,0.0,116.0
212,Other glomerular diseases,5.0,13.0,8.0,7.0,4.0,3.0,4.0,7.0,8.0,4.0,4.0,2.0,2.0,6.0,11.0,0.0,6.0,8.0,2.0,0.0,104.0
144,Chronic rheumatic heart disease,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,6.0,7.0,15.0,6.0,17.0,7.0,8.0,17.0,11.0,6.0,1.0,0.0,104.0
007,tuberculosis of the respiratory organs,3.0,0.0,2.0,6.0,10.0,8.0,8.0,12.0,11.0,1.0,3.0,6.0,3.0,6.0,4.0,3.0,1.0,7.0,0.0,0.0,94.0
107,Other vitamin deficiencies,5.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,2.0,7.0,7.0,5.0,7.0,13.0,10.0,12.0,1.0,3.0,1.0,1.0,84.0
066,Malignant neoplasms of the larynx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,16.0,5.0,26.0,10.0,5.0,9.0,1.0,0.0,0.0,80.0
023,Sexually Transmitted Chlamydia Diseases,0.0,0.0,0.0,21.0,25.0,15.0,9.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0
277,Injury to the eye and orbit,3.0,1.0,3.0,0.0,1.0,1.0,6.0,5.0,2.0,3.0,5.0,1.0,1.0,3.0,2.0,9.0,17.0,6.0,3.0,1.0,73.0
090,Benign neoplasm of the skin,24.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,2.0,4.0,0.0,2.0,3.0,5.0,3.0,2.0,3.0,0.0,0.0,62.0
166,Acute laryngitis and tracheitis,20.0,4.0,2.0,3.0,0.0,3.0,3.0,6.0,0.0,2.0,2.0,5.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,0.0,62.0
250,Congenital infectious and parasitic diseases,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0
048,Echinococci,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,2.0,3.0,5.0,4.0,2.0,8.0,6.0,7.0,4.0,2.0,2.0,0.0,52.0
038,Other viral hepatitis,0.0,2.0,2.0,0.0,0.0,2.0,6.0,5.0,2.0,3.0,3.0,9.0,3.0,3.0,4.0,2.0,5.0,0.0,0.0,0.0,51.0
008,Other tuberculosis,1.0,1.0,0.0,1.0,0.0,6.0,4.0,6.0,8.0,4.0,4.0,2.0,0.0,2.0,0.0,2.0,6.0,1.0,0.0,0.0,48.0
024,Other infections primarily transmitted through sexual intercourse,0.0,0.0,1.0,6.0,14.0,9.0,1.0,7.0,3.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,48.0
083,Malignant neoplasm of other parts of the central nervous system,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,3.0,3.0,8.0,7.0,2.0,5.0,6.0,3.0,2.0,0.0,0.0,45.0
130,inflammation of the eyelid,17.0,7.0,6.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,38.0
043,Malaria,0.0,1.0,1.0,3.0,0.0,2.0,4.0,2.0,0.0,10.0,3.0,7.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,36.0
266,Chromosomal abnormalities not classified elsewhere,28.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0
158,Other peripheral vascular diseases,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,6.0,4.0,3.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,3.0,0.0,32.0
211,Acute and rapidly progressive nephritic syndromes,2.0,7.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,4.0,2.0,0.0,1.0,0.0,0.0,32.0
039,HIV disease [Human Immunodeficiency Virus Disease],0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,16.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,32.0
022,Gonococcal infection,1.0,0.0,0.0,6.0,10.0,2.0,4.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
293,contraceptive measures,0.0,0.0,0.0,0.0,1.0,0.0,7.0,9.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0
225,Inflammatory disease of the cervix,0.0,0.0,0.0,0.0,1.0,4.0,1.0,4.0,4.0,3.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0
016,Meningococcal Infection,7.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,21.0
032,Other arthropod-borne viral diseases and viral haemorrhagic fevers,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,3.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
258,"Absence, atresia and stenosis of the small intestine",16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
138,blindness and poor eyesight,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,3.0,0.0,3.0,1.0,2.0,0.0,15.0
131,Conjunctivitis and other affections of the conjunctiva,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,15.0
254,Spina bifida,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
275,Fractures involving multiple body regions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,12.0
015,whooping cough,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,11.0
180,dental caries,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0
053,Other helminths,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0
040,Mumps,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,6.0
003,Shigellosis [Bacterial dysentery],1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0
178,Pneumokoniosis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,6.0
037,Acute viral hepatitis B,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0
035,measles,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
143,Acute rheumatic fever,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,5.0
137,accommodation disorders and refractive errors,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0
101,Thyroid diseases caused by iodine deficiency,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
046,Schistosomiasis [Bilharziosis],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
004,Amoebiasis [amoebic dysentery],0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
021,Other syphilis,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0
289,"Consequences of injuries, poisoning and other effects of external causes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0
294,Prenatal screening and other monitoring of pregnancy,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
020,Frühsyphilis,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
055,sequelae of poliomyelitis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
051,Filariose,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
108,Consequences of malnutrition and other nutritional deficiencies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
106,Vitamin-A-Mangel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
010,Brucellosis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
025,relapsing fever,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
002,Typhus abdominalis und Paratyphus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
044,leishmaniasis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
001,Cholera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
