City,lat,lng,country,iso2,admin_name,capital,population,population_proper
Felsberg,46.8331,9.4664,Switzerland,CH,Graubünden,,2622.0,2622.0
Saillon,46.1667,7.1833,Switzerland,CH,Valais,,2618.0,2618.0
Rapperswil,47.0631,7.41,Switzerland,CH,Bern,,2617.0,2617.0
Lauperswil,46.9661,7.7417,Switzerland,CH,Bern,,2615.0,2615.0
Courtételle,47.3309,7.3176,Switzerland,CH,Jura,,2610.0,2610.0
Saignelégier,47.25,7.0,Switzerland,CH,Jura,,2608.0,2608.0
La Sarraz,46.658,6.5084,Switzerland,CH,Vaud,,2595.0,2595.0
Lonay,46.5333,6.5167,Switzerland,CH,Vaud,,2592.0,2592.0
Maggia,46.248,8.708,Switzerland,CH,Ticino,,2592.0,2592.0
Buchegg,47.1361,7.4764,Switzerland,CH,Solothurn,,2580.0,2580.0
Froideville,46.5982,6.6918,Switzerland,CH,Vaud,,2579.0,2579.0
Saint-Cergue,46.45,6.15,Switzerland,CH,Vaud,,2575.0,2575.0
Endingen,47.5386,8.2903,Switzerland,CH,Aargau,,2574.0,2574.0
Neyruz,46.7667,7.0667,Switzerland,CH,Fribourg,,2566.0,2566.0
Lotzwil,47.1914,7.7931,Switzerland,CH,Bern,,2565.0,2565.0
Ringgenberg,46.7029,7.8951,Switzerland,CH,Bern,,2561.0,2561.0
Zunzgen,47.4493,7.8079,Switzerland,CH,Basel-Landschaft,,2560.0,2560.0
Inwil,47.1219,8.3497,Switzerland,CH,Luzern,,2557.0,2557.0
Ottenbach,47.2814,8.4039,Switzerland,CH,Zürich,,2556.0,2556.0
Riggisberg,46.8094,7.4781,Switzerland,CH,Bern,,2553.0,2553.0
Affeltrangen,47.5164,9.0167,Switzerland,CH,Thurgau,,2551.0,2551.0
Kemmen,47.6164,9.1664,Switzerland,CH,Thurgau,,2545.0,2545.0
Büron,47.2133,8.0947,Switzerland,CH,Luzern,,2540.0,2540.0
Wimmis,46.6752,7.6376,Switzerland,CH,Bern,,2538.0,2538.0
Bönigen,46.6864,7.8946,Switzerland,CH,Bern,,2535.0,2535.0
Hölstein,47.4261,7.7701,Switzerland,CH,Basel-Landschaft,,2528.0,2528.0
Sant’ Antonino,46.15,8.9833,Switzerland,CH,Ticino,,2525.0,2525.0
Roveredo,46.2348,9.1257,Switzerland,CH,Graubünden,,2520.0,2520.0
Wilen,47.45,9.0333,Switzerland,CH,Sankt Gallen,,2520.0,2520.0
Untervaz,46.9275,9.535,Switzerland,CH,Graubünden,,2517.0,2517.0
Toffen,46.8588,7.4924,Switzerland,CH,Bern,,2509.0,2509.0
Fischenthal,47.3322,8.9211,Switzerland,CH,Zürich,,2504.0,2504.0
Troinex,46.1631,6.1475,Switzerland,CH,Genève,,2501.0,2501.0
Vandœuvres,46.2167,6.2,Switzerland,CH,Genève,,2484.0,2484.0
Corcelles-près-Payerne,46.8333,6.9667,Switzerland,CH,Vaud,,2480.0,2480.0
Hohenrain,47.1808,8.3178,Switzerland,CH,Luzern,,2474.0,2474.0
Puplinge,46.2108,6.2322,Switzerland,CH,Genève,,2465.0,2465.0
Oetwil an der Limmat,47.4308,8.3942,Switzerland,CH,Zürich,,2464.0,2464.0
Meikirch,47.0097,7.3653,Switzerland,CH,Bern,,2461.0,2461.0
Wigoltingen,47.5958,9.0329,Switzerland,CH,Thurgau,,2457.0,2457.0
Saint-Léonard,46.2566,7.4269,Switzerland,CH,Valais,,2442.0,2442.0
Eggiwil,46.8757,7.7957,Switzerland,CH,Bern,,2438.0,2438.0
Oberdorf,47.3919,7.7514,Switzerland,CH,Basel-Landschaft,,2434.0,2434.0
Thierachern,46.75,7.5667,Switzerland,CH,Bern,,2428.0,2428.0
Hägglingen,47.3891,8.2523,Switzerland,CH,Aargau,,2422.0,2422.0
Grône,46.25,7.45,Switzerland,CH,Valais,,2414.0,2414.0
Rothenthurm,47.1042,8.6744,Switzerland,CH,Schwyz,,2412.0,2412.0
Vuadens,46.6167,7.0167,Switzerland,CH,Fribourg,,2405.0,2405.0
Anières,46.2667,6.2167,Switzerland,CH,Genève,,2402.0,2402.0
Zwingen,47.4331,7.5333,Switzerland,CH,Basel-Landschaft,,2399.0,2399.0
Saint-Aubin-Sauges,46.8949,6.7773,Switzerland,CH,Neuchâtel,,2399.0,2399.0
Rüthi,47.2958,9.5373,Switzerland,CH,Sankt Gallen,,2399.0,2399.0
Unteriberg,47.0622,8.8036,Switzerland,CH,Schwyz,,2395.0,2395.0
Rüderswil,46.9844,7.7239,Switzerland,CH,Bern,,2383.0,2383.0
Novazzano,45.85,8.9833,Switzerland,CH,Ticino,,2380.0,2380.0
Malans,46.9819,9.5761,Switzerland,CH,Graubünden,,2378.0,2378.0
Wiedlisbach,47.252,7.6467,Switzerland,CH,Bern,,2377.0,2377.0
Freienstein,47.5322,8.5847,Switzerland,CH,Zürich,,2376.0,2376.0
Ueberstorf,46.8695,7.3264,Switzerland,CH,Fribourg,,2375.0,2375.0
Lufingen,47.4897,8.5942,Switzerland,CH,Zürich,,2373.0,2373.0
Krauchthal,47.0108,7.5681,Switzerland,CH,Bern,,2365.0,2365.0
Pfeffingen,47.46,7.5906,Switzerland,CH,Basel-Landschaft,,2336.0,2336.0
Hildisrieden,47.15,8.2292,Switzerland,CH,Luzern,,2333.0,2333.0
Gersau,46.9911,8.5247,Switzerland,CH,Schwyz,minor,2332.0,2332.0
Courgenay,47.4,7.1333,Switzerland,CH,Jura,,2329.0,2329.0
Vuisternens-devant-Romont,46.65,6.9333,Switzerland,CH,Fribourg,,2324.0,2324.0
Reconvilier,47.2361,7.2222,Switzerland,CH,Bern,,2317.0,2317.0
Urnäsch,47.3181,9.2858,Switzerland,CH,Appenzell Ausserrhoden,,2315.0,2315.0
Martigny-Combe,46.0833,7.05,Switzerland,CH,Valais,,2314.0,2314.0
Wangen an der Aare,47.2311,7.6502,Switzerland,CH,Bern,,2311.0,2311.0
Riedholz,47.23,7.5681,Switzerland,CH,Solothurn,,2310.0,2310.0
Zeiningen,47.5428,7.8708,Switzerland,CH,Aargau,,2310.0,2310.0
Knonau,47.2247,8.4614,Switzerland,CH,Zürich,,2301.0,2301.0
Bardonnex,46.1333,6.1,Switzerland,CH,Genève,,2299.0,2299.0
Büsserach,47.3914,7.5403,Switzerland,CH,Solothurn,,2296.0,2296.0
Oberbuchsiten,47.3108,7.7667,Switzerland,CH,Solothurn,,2296.0,2296.0
Eiken,47.5331,7.9903,Switzerland,CH,Aargau,,2289.0,2289.0
Neunkirch,47.69,8.4989,Switzerland,CH,Schaffhausen,,2289.0,2289.0
Worben,47.1007,7.2965,Switzerland,CH,Bern,,2286.0,2286.0
Corseaux,46.4667,6.8333,Switzerland,CH,Vaud,,2282.0,2282.0
Udligenswil,47.0906,8.4006,Switzerland,CH,Luzern,,2280.0,2280.0
Wolfwil,47.2692,7.7931,Switzerland,CH,Solothurn,,2272.0,2272.0
Stadel bei Niederglatt,47.5294,8.4664,Switzerland,CH,Zürich,,2271.0,2271.0
Henggart,47.565,8.6856,Switzerland,CH,Zürich,,2256.0,2256.0
Neuheim,47.2067,8.5778,Switzerland,CH,Zug,,2255.0,2255.0
Schinznach Dorf,47.4486,8.1445,Switzerland,CH,Aargau,,2255.0,2255.0
Canobbio,46.0333,8.9667,Switzerland,CH,Ticino,,2249.0,2249.0
Diemtigen,46.6494,7.5651,Switzerland,CH,Bern,,2248.0,2248.0
Wauwil,47.1831,8.0167,Switzerland,CH,Luzern,,2247.0,2247.0
Sankt Niklaus,46.1833,7.8,Switzerland,CH,Valais,,2239.0,2239.0
Chexbres,46.4843,6.7801,Switzerland,CH,Vaud,,2238.0,2238.0
Gimel,46.5102,6.3066,Switzerland,CH,Vaud,,2238.0,2238.0
Siviriez,46.65,6.8833,Switzerland,CH,Fribourg,,2238.0,2238.0
Neuendorf,47.3025,7.7944,Switzerland,CH,Solothurn,,2236.0,2236.0
Knutwil,47.1997,8.0722,Switzerland,CH,Luzern,,2229.0,2229.0
Dintikon,47.365,8.2292,Switzerland,CH,Aargau,,2228.0,2228.0
Bottighofen,47.6397,9.2014,Switzerland,CH,Thurgau,,2226.0,2226.0
Cazis,46.7372,9.4267,Switzerland,CH,Graubünden,,2223.0,2223.0
Hallau,47.6966,8.4578,Switzerland,CH,Schaffhausen,,2220.0,2220.0
Ormalingen,47.4706,7.8764,Switzerland,CH,Basel-Landschaft,,2215.0,2215.0
Savosa,46.0167,8.95,Switzerland,CH,Ticino,,2213.0,2213.0
Altnau,47.6073,9.2612,Switzerland,CH,Thurgau,,2208.0,2208.0
Deitingen,47.2158,7.6236,Switzerland,CH,Solothurn,,2207.0,2207.0
Obergösgen,47.3664,7.9528,Switzerland,CH,Solothurn,,2203.0,2203.0
Stetten,47.4014,8.3069,Switzerland,CH,Aargau,,2201.0,2201.0
Andelfingen,47.5947,8.6789,Switzerland,CH,Zürich,,2201.0,2201.0
Gruyères,46.5836,7.0819,Switzerland,CH,Fribourg,,2199.0,2199.0
Ennetmoos,46.9567,8.3372,Switzerland,CH,Nidwalden,,2193.0,2193.0
Gontenschwil,47.2733,8.1472,Switzerland,CH,Aargau,,2171.0,2171.0
Leuggern,47.5819,8.2194,Switzerland,CH,Aargau,,2169.0,2169.0
Pontresina,46.4997,9.8997,Switzerland,CH,Graubünden,,2162.0,2162.0
Castel San Pietro,45.8823,9.0153,Switzerland,CH,Ticino,,2159.0,2159.0
Aegerten,47.1164,7.2833,Switzerland,CH,Bern,,2158.0,2158.0
Itingen,47.4648,7.7848,Switzerland,CH,Basel-Landschaft,,2157.0,2157.0
Auw,47.2122,8.3664,Switzerland,CH,Aargau,,2157.0,2157.0
Seftigen,46.7867,7.5408,Switzerland,CH,Bern,,2143.0,2143.0
Fahrwangen,47.2958,8.2431,Switzerland,CH,Aargau,,2136.0,2136.0
Meinier,46.243,6.2351,Switzerland,CH,Genève,,2131.0,2131.0
Villigen,47.5262,8.2196,Switzerland,CH,Aargau,,2126.0,2126.0
Werthenstein,47.0561,8.1017,Switzerland,CH,Luzern,,2121.0,2121.0
Lungern,46.7872,8.1597,Switzerland,CH,Obwalden,,2119.0,2119.0
Mägenwil,47.4136,8.2333,Switzerland,CH,Appenzell Ausserrhoden,,2110.0,2110.0
Corsier,46.2621,6.2283,Switzerland,CH,Genève,,2108.0,2108.0
Jonen,47.2983,8.3972,Switzerland,CH,Aargau,,2108.0,2108.0
Marbach,47.3917,9.5681,Switzerland,CH,Sankt Gallen,,2105.0,2105.0
Wolfenschiessen,46.9094,8.3972,Switzerland,CH,Nidwalden,,2097.0,2097.0
Koppigen,47.1344,7.6042,Switzerland,CH,Bern,,2095.0,2095.0
Mies,46.3,6.1667,Switzerland,CH,Vaud,,2078.0,2078.0
Forel,46.5379,6.7629,Switzerland,CH,Vaud,,2078.0,2078.0
Kleinandelfingen,47.6,8.6831,Switzerland,CH,Zürich,,2077.0,2077.0
Sankt Antoni,46.8167,7.2667,Switzerland,CH,Fribourg,,2076.0,2076.0
Grüsch,46.9664,9.6331,Switzerland,CH,Graubünden,,2076.0,2076.0
Killwangen,47.4316,8.346,Switzerland,CH,Aargau,,2074.0,2074.0
Ersigen,47.0917,7.5942,Switzerland,CH,Bern,,2066.0,2066.0
Wynigen,47.1067,7.6681,Switzerland,CH,Bern,,2060.0,2060.0
Oberlunkhofen,47.3125,8.3977,Switzerland,CH,Aargau,,2037.0,2037.0
Zell,47.1357,7.9263,Switzerland,CH,Luzern,,2037.0,2037.0
Comano,46.0333,8.95,Switzerland,CH,Ticino,,2035.0,2035.0
Alterswil,46.7926,7.2638,Switzerland,CH,Fribourg,,2028.0,2028.0
Gorgier,46.9,6.7833,Switzerland,CH,Neuchâtel,,2021.0,2021.0
Vollèges,46.0833,7.1667,Switzerland,CH,Valais,,2018.0,2018.0
Brütten,47.4731,8.6744,Switzerland,CH,Zürich,,2016.0,2016.0
Pfyn,47.6022,8.9527,Switzerland,CH,Thurgau,,2016.0,2016.0
Andwil,47.4406,9.281,Switzerland,CH,Sankt Gallen,,2014.0,2014.0
Recherswil,47.1636,7.5944,Switzerland,CH,Solothurn,,2009.0,2009.0
Remetschwil,47.4108,8.3319,Switzerland,CH,Aargau,,1991.0,1991.0
Silenen,46.7911,8.6692,Switzerland,CH,Uri,,1991.0,1991.0
Aeugst am Albis,47.2675,8.4853,Switzerland,CH,Zürich,,1982.0,1982.0
Flüeln,46.9146,8.646,Switzerland,CH,Uri,,1972.0,1972.0
Walzenhausen,47.4511,9.6014,Switzerland,CH,Appenzell Ausserrhoden,,1971.0,1971.0
Wila,47.4183,8.8492,Switzerland,CH,Zürich,,1971.0,1971.0
Barbengo,45.9622,8.9153,Switzerland,CH,Ticino,,1970.0,1970.0
Val-d’Illiez,46.2,6.9,Switzerland,CH,Valais,,1961.0,1961.0
Flühli,46.8831,8.0164,Switzerland,CH,Luzern,,1961.0,1961.0
Vordemwald,47.2761,7.9,Switzerland,CH,Aargau,,1954.0,1954.0
Begnins,46.4333,6.25,Switzerland,CH,Vaud,,1950.0,1950.0
Marthalen,47.6267,8.6506,Switzerland,CH,Zürich,,1949.0,1949.0
Churwalden,46.7808,9.5433,Switzerland,CH,Graubünden,,1949.0,1949.0
Servion,46.5667,6.7833,Switzerland,CH,Vaud,,1944.0,1944.0
Raron,46.31,7.8,Switzerland,CH,Valais,,1944.0,1944.0
Sattel,47.0808,8.6339,Switzerland,CH,Schwyz,,1938.0,1938.0
Genolier,46.4333,6.2167,Switzerland,CH,Vaud,,1937.0,1937.0
Tolochenaz,46.5,6.4667,Switzerland,CH,Vaud,,1932.0,1932.0
Dachsen,47.6656,8.6186,Switzerland,CH,Zürich,,1931.0,1931.0
Hochfelden,47.5244,8.5167,Switzerland,CH,Zürich,,1927.0,1927.0
Avry-sur-Matran,46.7833,7.0667,Switzerland,CH,Fribourg,,1921.0,1921.0
Grolley,46.8333,7.0667,Switzerland,CH,Fribourg,,1920.0,1920.0
Winznau,47.3656,7.9333,Switzerland,CH,Solothurn,,1919.0,1919.0
Kallnach,47.0222,7.2361,Switzerland,CH,Bern,,1918.0,1918.0
Oberegg,47.4222,9.5533,Switzerland,CH,Appenzell Innerrhoden,,1916.0,1916.0
Vezia,46.0167,8.9333,Switzerland,CH,Ticino,,1914.0,1914.0
Marsens,46.65,7.0667,Switzerland,CH,Fribourg,,1909.0,1909.0
Ponte Capriasca,46.0667,8.95,Switzerland,CH,Ticino,,1904.0,1904.0
Malleray,47.2386,7.2708,Switzerland,CH,Bern,,1903.0,1903.0
Cressier,47.0508,7.0356,Switzerland,CH,Neuchâtel,,1886.0,1886.0
Vernayaz,46.1333,7.0333,Switzerland,CH,Valais,,1885.0,1885.0
Nunningen,47.3942,7.6194,Switzerland,CH,Solothurn,,1880.0,1880.0
Lichtensteig,47.3164,9.0831,Switzerland,CH,Sankt Gallen,minor,1870.0,1870.0
Dänikon,47.4469,8.4069,Switzerland,CH,Zürich,,1869.0,1869.0
Waldstatt,47.3575,9.2858,Switzerland,CH,Appenzell Ausserrhoden,,1869.0,1869.0
Dardagny,46.1952,5.9946,Switzerland,CH,Genève,,1864.0,1864.0
Röschenz,47.4248,7.4759,Switzerland,CH,Basel-Landschaft,,1863.0,1863.0
Seedorf,46.8828,8.6131,Switzerland,CH,Uri,,1858.0,1858.0
Uttwil,47.5844,9.341,Switzerland,CH,Thurgau,,1857.0,1857.0
Laax,46.846,9.2279,Switzerland,CH,Graubünden,,1857.0,1857.0
Charrat,46.1167,7.1333,Switzerland,CH,Valais,,1849.0,1849.0
Alle,47.4257,7.1291,Switzerland,CH,Jura,,1849.0,1849.0
Le Noirmont,47.2137,6.9441,Switzerland,CH,Jura,,1847.0,1847.0
Grellingen,47.4422,7.5897,Switzerland,CH,Basel-Landschaft,,1845.0,1845.0
Dallenwil,46.9344,8.3917,Switzerland,CH,Nidwalden,,1845.0,1845.0
Kirchdorf,46.8203,7.5497,Switzerland,CH,Bern,,1844.0,1844.0
Schönenberg,47.1939,8.6447,Switzerland,CH,Zürich,,1844.0,1844.0
Arni,47.3192,8.4222,Switzerland,CH,Aargau,,1843.0,1843.0
Wolfhalden,47.4539,9.5508,Switzerland,CH,Appenzell Ausserrhoden,,1837.0,1837.0
Veyras,46.3,7.5333,Switzerland,CH,Valais,,1833.0,1833.0
Pont-en-Ogoz,46.6833,7.0833,Switzerland,CH,Fribourg,,1824.0,1824.0
Laupersdorf,47.315,7.6514,Switzerland,CH,Solothurn,,1813.0,1813.0
Biglen,46.9278,7.6267,Switzerland,CH,Bern,,1811.0,1811.0
Vex,46.2167,7.4,Switzerland,CH,Valais,,1811.0,1811.0
Acquarossa,46.4599,8.9273,Switzerland,CH,Ticino,,1808.0,1808.0
Kestenholz,47.2833,7.7542,Switzerland,CH,Solothurn,,1805.0,1805.0
Melide,45.95,8.95,Switzerland,CH,Ticino,,1802.0,1802.0
Saint-Aubin,46.89,6.9806,Switzerland,CH,Fribourg,,1801.0,1801.0
Bühler,47.3728,9.4211,Switzerland,CH,Appenzell Ausserrhoden,,1798.0,1798.0
Oberweningen,47.5033,8.4078,Switzerland,CH,Zürich,,1797.0,1797.0
Niederdorf,47.4078,7.7533,Switzerland,CH,Basel-Landschaft,,1795.0,1795.0
Rüeggisberg,46.8218,7.4394,Switzerland,CH,Bern,,1791.0,1791.0
Massongex,46.25,6.9833,Switzerland,CH,Valais,,1785.0,1785.0
Amden,47.1489,9.1408,Switzerland,CH,Sankt Gallen,,1782.0,1782.0
Fulenbach,47.2775,7.8361,Switzerland,CH,Solothurn,,1776.0,1776.0
Sorengo,46.0,8.9333,Switzerland,CH,Ticino,,1774.0,1774.0
Brissago,46.1167,8.7,Switzerland,CH,Ticino,,1773.0,1773.0
Römerswil,47.1694,8.2447,Switzerland,CH,Luzern,,1769.0,1769.0
Oberbipp,47.2614,7.6592,Switzerland,CH,Bern,,1767.0,1767.0
Walkringen,46.9467,7.62,Switzerland,CH,Bern,,1767.0,1767.0
Avully,46.1675,5.9985,Switzerland,CH,Genève,,1756.0,1756.0
Cugy,46.8147,6.8908,Switzerland,CH,Fribourg,,1752.0,1752.0
Weiach,47.5581,8.4375,Switzerland,CH,Zürich,,1750.0,1750.0
Penthaz,46.6,6.5333,Switzerland,CH,Vaud,,1749.0,1749.0
Künten,47.3896,8.3303,Switzerland,CH,Aargau,,1749.0,1749.0
Rehetobel,47.4278,9.4816,Switzerland,CH,Appenzell Ausserrhoden,,1747.0,1747.0
Erlenbach im Simmental,46.6608,7.5529,Switzerland,CH,Bern,,1744.0,1744.0
Eschenz,47.65,8.8664,Switzerland,CH,Thurgau,,1743.0,1743.0
Hasle,46.9783,8.0467,Switzerland,CH,Luzern,,1743.0,1743.0
Lamone,46.05,8.9333,Switzerland,CH,Ticino,,1741.0,1741.0
Wilchingen,47.6664,8.4667,Switzerland,CH,Schaffhausen,,1737.0,1737.0
Trogen,47.4075,9.4647,Switzerland,CH,Appenzell Ausserrhoden,,1735.0,1735.0
Lengwil,47.6164,9.1831,Switzerland,CH,Thurgau,,1734.0,1734.0
Hüttwilen,47.5997,8.8667,Switzerland,CH,Thurgau,,1729.0,1729.0
Attinghausen,46.8611,8.6281,Switzerland,CH,Uri,,1725.0,1725.0
Weesen,47.1427,9.0933,Switzerland,CH,Sankt Gallen,,1723.0,1723.0
Oberdorf,47.2319,7.5042,Switzerland,CH,Solothurn,,1723.0,1723.0
Starrkirch,47.3483,7.9264,Switzerland,CH,Solothurn,,1714.0,1714.0
La Roche,46.7,7.1333,Switzerland,CH,Fribourg,,1711.0,1711.0
Schwarzenberg,47.0142,8.1733,Switzerland,CH,Luzern,,1709.0,1709.0
Corgémont,47.1911,7.1386,Switzerland,CH,Bern,,1706.0,1706.0
Wagenhausen,47.6597,8.8486,Switzerland,CH,Thurgau,,1694.0,1694.0
Bellmund,47.1029,7.2432,Switzerland,CH,Bern,,1689.0,1689.0
Chancy,46.1476,5.9789,Switzerland,CH,Genève,,1686.0,1686.0
Fontenais,47.4,7.0833,Switzerland,CH,Jura,,1685.0,1685.0
Evolène,46.1128,7.4961,Switzerland,CH,Valais,,1684.0,1684.0
Schleitheim,47.7493,8.4851,Switzerland,CH,Schaffhausen,,1681.0,1681.0
Teufenthal,47.3317,8.1167,Switzerland,CH,Aargau,,1672.0,1672.0
Niederönz,47.1836,7.6894,Switzerland,CH,Bern,,1670.0,1670.0
Langwiesen,47.6708,8.6367,Switzerland,CH,Zürich,,1669.0,1669.0
Rüschegg,46.7797,7.3931,Switzerland,CH,Bern,,1661.0,1661.0
Koblenz,47.6097,8.2372,Switzerland,CH,Aargau,,1656.0,1656.0
Diegten,47.4133,7.8112,Switzerland,CH,Basel-Landschaft,,1656.0,1656.0
Gunzgen,47.3164,7.8292,Switzerland,CH,Solothurn,,1652.0,1652.0
Brislach,47.4188,7.5428,Switzerland,CH,Basel-Landschaft,,1652.0,1652.0
Roche,46.35,6.9167,Switzerland,CH,Vaud,,1647.0,1647.0
Härkingen,47.3094,7.8181,Switzerland,CH,Solothurn,,1644.0,1644.0
Arisdorf,47.5128,7.765,Switzerland,CH,Basel-Landschaft,,1638.0,1638.0
Giffers,46.7614,7.2103,Switzerland,CH,Fribourg,,1634.0,1634.0
Villnachern,47.4714,8.1608,Switzerland,CH,Aargau,,1632.0,1632.0
Cudrefin,46.9521,7.0271,Switzerland,CH,Vaud,,1632.0,1632.0
Wynau,47.2608,7.8111,Switzerland,CH,Bern,,1629.0,1629.0
Eich,47.1506,8.1678,Switzerland,CH,Luzern,,1626.0,1626.0
Magliaso,45.9833,8.8833,Switzerland,CH,Ticino,,1620.0,1620.0
Chippis,46.2833,7.5333,Switzerland,CH,Valais,,1617.0,1617.0
Sisseln,47.5544,7.9903,Switzerland,CH,Aargau,,1616.0,1616.0
Denges,46.5234,6.539,Switzerland,CH,Vaud,,1611.0,1611.0
Eysins,46.3833,6.2,Switzerland,CH,Vaud,,1608.0,1608.0
Saas-Fee,46.1097,7.9292,Switzerland,CH,Valais,,1597.0,1597.0
Zäziwil,46.9017,7.6617,Switzerland,CH,Bern,,1595.0,1595.0
Arch,47.1679,7.4326,Switzerland,CH,Bern,,1592.0,1592.0
Güttingen,47.5964,9.2864,Switzerland,CH,Thurgau,,1591.0,1591.0
Hirschthal,47.3206,8.0517,Switzerland,CH,Aargau,,1590.0,1590.0
Bière,46.5333,6.3333,Switzerland,CH,Vaud,,1590.0,1590.0
Ziefen,47.4314,7.7053,Switzerland,CH,Basel-Landschaft,,1589.0,1589.0
Berg,47.5,8.15,Switzerland,CH,Aargau,,1589.0,1589.0
Reigoldswil,47.3983,7.6914,Switzerland,CH,Basel-Landschaft,,1582.0,1582.0
Luzein,46.9197,9.7668,Switzerland,CH,Graubünden,,1582.0,1582.0
Auenstein,47.4178,8.1358,Switzerland,CH,Aargau,,1581.0,1581.0
Heimiswil,47.0644,7.6597,Switzerland,CH,Bern,,1580.0,1580.0
Porza,46.0167,8.95,Switzerland,CH,Ticino,,1579.0,1579.0
Altishofen,47.1997,7.9667,Switzerland,CH,Luzern,,1577.0,1577.0
Lütisburg,47.3947,9.0811,Switzerland,CH,Sankt Gallen,,1576.0,1576.0
Tannay,46.3,6.1833,Switzerland,CH,Vaud,,1574.0,1574.0
Schwellbrunn,47.3523,9.249,Switzerland,CH,Appenzell Ausserrhoden,,1573.0,1573.0
Biberstein,47.4141,8.0818,Switzerland,CH,Aargau,,1571.0,1571.0
Ossingen,47.6128,8.7269,Switzerland,CH,Zürich,,1566.0,1566.0
Wohlenschwil,47.4115,8.259,Switzerland,CH,Aargau,,1565.0,1565.0
Pfäfers,46.9831,9.4997,Switzerland,CH,Sankt Gallen,,1564.0,1564.0
Cornaux,47.0387,7.0199,Switzerland,CH,Neuchâtel,,1563.0,1563.0
Bellikon,47.3891,8.3436,Switzerland,CH,Aargau,,1562.0,1562.0
Seeberg,47.155,7.6647,Switzerland,CH,Bern,,1560.0,1560.0
Auvernier,46.9763,6.8783,Switzerland,CH,Neuchâtel,,1559.0,1559.0
Bedano,46.05,8.9167,Switzerland,CH,Ticino,,1551.0,1551.0
Dinhard,47.5575,8.7697,Switzerland,CH,Zürich,,1551.0,1551.0
Salgesch,46.3,7.5667,Switzerland,CH,Valais,,1547.0,1547.0
Herznach,47.4747,8.0514,Switzerland,CH,Aargau,,1545.0,1545.0
Homburg,47.6333,9.0164,Switzerland,CH,Thurgau,,1543.0,1543.0
Duggingen,47.45,7.6,Switzerland,CH,Basel-Landschaft,,1541.0,1541.0
Perroy,46.4667,6.3667,Switzerland,CH,Vaud,,1536.0,1536.0
Lommiswil,47.2217,7.4711,Switzerland,CH,Solothurn,,1535.0,1535.0
Jongny,46.4876,6.8466,Switzerland,CH,Vaud,,1534.0,1534.0
Oberrüti,47.1661,8.3948,Switzerland,CH,Aargau,,1534.0,1534.0
Cadempino,46.0333,8.9333,Switzerland,CH,Ticino,,1530.0,1530.0
Wikon,47.2628,7.9658,Switzerland,CH,Luzern,,1528.0,1528.0
Airolo,46.5333,8.6167,Switzerland,CH,Ticino,,1527.0,1527.0
Zernez,46.6997,10.0997,Switzerland,CH,Graubünden,,1527.0,1527.0
Les Breuleux,47.2052,7.0025,Switzerland,CH,Jura,,1526.0,1526.0
Rue,46.6167,6.8167,Switzerland,CH,Fribourg,,1526.0,1526.0
Buchholterberg,46.8164,7.6833,Switzerland,CH,Bern,,1526.0,1526.0
Eichberg,47.343,9.5308,Switzerland,CH,Sankt Gallen,,1524.0,1524.0
Matran,46.7839,7.091,Switzerland,CH,Fribourg,,1521.0,1521.0
Melchnau,47.1831,7.8528,Switzerland,CH,Bern,,1517.0,1517.0
Niederbüren,47.4664,9.2,Switzerland,CH,Sankt Gallen,,1514.0,1514.0
Lumino,46.2383,9.068,Switzerland,CH,Ticino,,1513.0,1513.0
Tägerig,47.4039,8.2806,Switzerland,CH,Aargau,,1511.0,1511.0
Cottens,46.75,7.0333,Switzerland,CH,Fribourg,,1509.0,1509.0
Guggisberg,46.7664,7.3331,Switzerland,CH,Bern,,1508.0,1508.0
Bossonnens,46.5167,6.85,Switzerland,CH,Fribourg,,1505.0,1505.0
Paudex,46.5084,6.6737,Switzerland,CH,Vaud,,1504.0,1504.0
Attiswil,47.2472,7.6135,Switzerland,CH,Bern,,1504.0,1504.0
Aristau,47.2856,8.3624,Switzerland,CH,Aargau,,1498.0,1498.0
Rhäzüns,46.7997,9.3997,Switzerland,CH,Graubünden,,1496.0,1496.0
Rohrbach,47.1372,7.8139,Switzerland,CH,Bern,,1480.0,1480.0
Messen,47.0914,7.4486,Switzerland,CH,Solothurn,,1480.0,1480.0
L’Abbaye,46.65,6.3167,Switzerland,CH,Vaud,,1476.0,1476.0
Les Montets,46.8164,6.8669,Switzerland,CH,Fribourg,,1474.0,1474.0
Löhningen,47.7019,8.5517,Switzerland,CH,Schaffhausen,,1472.0,1472.0
Treyvaux,46.7333,7.1333,Switzerland,CH,Fribourg,,1470.0,1470.0
Ramsen,47.6997,8.7997,Switzerland,CH,Schaffhausen,,1469.0,1469.0
Apples,46.55,6.4333,Switzerland,CH,Vaud,,1468.0,1468.0
Mumpf,47.5472,7.9194,Switzerland,CH,Aargau,,1467.0,1467.0
Veltheim,47.44,8.1483,Switzerland,CH,Aargau,,1465.0,1465.0
Wahlen,47.4028,7.5164,Switzerland,CH,Basel-Landschaft,,1462.0,1462.0
Schneisingen,47.5192,8.3667,Switzerland,CH,Aargau,,1462.0,1462.0
Rüttenen,47.2303,7.5297,Switzerland,CH,Solothurn,,1462.0,1462.0
Tübach,47.4833,9.45,Switzerland,CH,Sankt Gallen,,1461.0,1461.0
Meierskappel,47.1256,8.4442,Switzerland,CH,Luzern,,1460.0,1460.0
