ICD-10,Bezeichnung,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90-94,95+,Total
193,Alcoholic Liver Disease,0.0,0.0,0.0,0.0,2.0,7.0,28.0,64.0,108.0,177.0,259.0,324.0,367.0,280.0,211.0,136.0,39.0,17.0,3.0,1.0,2023.0
238,"Placenta previa, placental abruption and prepartum hemorrhage",0.0,0.0,0.0,6.0,87.0,377.0,781.0,552.0,170.0,28.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004.0
216,Zystitis,11.0,4.0,3.0,13.0,15.0,11.0,16.0,11.0,22.0,30.0,56.0,97.0,127.0,156.0,247.0,312.0,338.0,306.0,169.0,50.0,1994.0
236,Other pregnancy with abortive outcome,0.0,0.0,1.0,22.0,143.0,398.0,682.0,537.0,167.0,17.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972.0
099,Hemorrhagic diathesis and other diseases of the blood and blood-forming organs,111.0,71.0,42.0,42.0,37.0,47.0,47.0,46.0,57.0,76.0,76.0,130.0,143.0,174.0,222.0,216.0,207.0,136.0,61.0,17.0,1958.0
072,Malignant neoplasms of mesothelial tissue and soft tissue,105.0,28.0,22.0,45.0,45.0,38.0,22.0,34.0,49.0,93.0,137.0,168.0,163.0,174.0,250.0,226.0,182.0,106.0,23.0,4.0,1914.0
122,Alzheimer's disease,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,19.0,53.0,91.0,203.0,384.0,533.0,422.0,169.0,24.0,1902.0
103,Other diseases of the thyroid,2.0,0.0,5.0,6.0,19.0,49.0,72.0,135.0,174.0,184.0,253.0,239.0,214.0,153.0,155.0,122.0,66.0,24.0,9.0,3.0,1884.0
182,"Other diseases of the oral cavity, salivary glands and jaws",38.0,33.0,38.0,51.0,85.0,80.0,84.0,82.0,101.0,103.0,134.0,170.0,170.0,162.0,172.0,142.0,120.0,66.0,29.0,9.0,1869.0
133,Cataract and other affections of the lens,5.0,1.0,2.0,3.0,2.0,6.0,2.0,9.0,10.0,17.0,66.0,98.0,155.0,213.0,352.0,394.0,295.0,178.0,41.0,12.0,1861.0
204,Systemic diseases of the connective tissue,63.0,20.0,15.0,24.0,24.0,41.0,56.0,56.0,52.0,68.0,116.0,137.0,165.0,167.0,245.0,244.0,206.0,100.0,40.0,2.0,1841.0
146,Other hypertensive diseases,3.0,0.0,0.0,0.0,3.0,4.0,8.0,15.0,22.0,23.0,55.0,72.0,80.0,141.0,190.0,284.0,395.0,339.0,168.0,34.0,1836.0
287,Other and unspecified damage caused by external causes,194.0,74.0,84.0,113.0,115.0,101.0,107.0,106.0,108.0,110.0,118.0,111.0,97.0,97.0,92.0,69.0,53.0,38.0,15.0,7.0,1809.0
189,Crohn's disease and ulcerative colitis,7.0,8.0,45.0,94.0,130.0,172.0,139.0,141.0,106.0,105.0,101.0,100.0,120.0,109.0,113.0,99.0,82.0,58.0,19.0,3.0,1751.0
135,glaucoma,2.0,2.0,2.0,2.0,2.0,2.0,7.0,4.0,11.0,23.0,59.0,111.0,151.0,217.0,281.0,335.0,286.0,166.0,49.0,7.0,1719.0
071,Other malignant neoplasms of the skin,0.0,0.0,0.0,1.0,0.0,2.0,1.0,7.0,14.0,20.0,55.0,55.0,98.0,132.0,205.0,280.0,301.0,327.0,150.0,61.0,1709.0
098,Other anemias,81.0,49.0,66.0,75.0,53.0,54.0,45.0,32.0,26.0,46.0,65.0,58.0,81.0,112.0,191.0,201.0,187.0,159.0,94.0,30.0,1705.0
097,iron deficiency anemia,24.0,5.0,5.0,16.0,5.0,8.0,14.0,19.0,32.0,52.0,41.0,59.0,61.0,101.0,175.0,246.0,285.0,288.0,194.0,65.0,1695.0
125,Migraine and other headache syndromes,3.0,29.0,104.0,103.0,101.0,112.0,143.0,157.0,139.0,132.0,159.0,128.0,82.0,68.0,63.0,62.0,46.0,27.0,13.0,1.0,1672.0
057,Other infectious and parasitic diseases,76.0,47.0,35.0,30.0,27.0,29.0,37.0,39.0,44.0,46.0,76.0,89.0,112.0,126.0,185.0,191.0,202.0,163.0,83.0,17.0,1654.0
140,Otitis media and other diseases of the middle ear and the mastoid process,133.0,120.0,110.0,89.0,73.0,96.0,111.0,127.0,104.0,117.0,97.0,126.0,87.0,72.0,53.0,51.0,21.0,13.0,7.0,1.0,1608.0
223,diseases of the mammary glands,17.0,0.0,9.0,140.0,162.0,125.0,115.0,152.0,142.0,167.0,170.0,147.0,92.0,65.0,48.0,31.0,13.0,7.0,1.0,0.0,1603.0
065,Other malignant neoplasms of the digestive organs,0.0,0.0,0.0,0.0,2.0,3.0,11.0,15.0,43.0,37.0,85.0,128.0,162.0,216.0,266.0,280.0,203.0,116.0,32.0,3.0,1602.0
075,Malignant neoplasm of other and unspecified parts of the uterus,0.0,0.0,0.0,5.0,0.0,2.0,5.0,13.0,23.0,57.0,115.0,169.0,214.0,204.0,268.0,235.0,152.0,86.0,28.0,3.0,1579.0
123,Multiple Sclerosis,0.0,0.0,5.0,18.0,36.0,67.0,74.0,104.0,135.0,131.0,235.0,222.0,181.0,137.0,111.0,68.0,24.0,4.0,1.0,0.0,1553.0
261,Other malformations of the urogenital system,1025.0,100.0,55.0,41.0,38.0,32.0,34.0,32.0,23.0,16.0,19.0,28.0,18.0,20.0,10.0,5.0,1.0,0.0,1.0,0.0,1498.0
159,Arterial embolism and thrombosis,0.0,0.0,1.0,0.0,0.0,3.0,12.0,14.0,31.0,49.0,67.0,123.0,140.0,141.0,221.0,199.0,177.0,179.0,113.0,22.0,1492.0
209,Osteomyelitis,73.0,60.0,60.0,17.0,9.0,21.0,32.0,33.0,37.0,44.0,75.0,103.0,105.0,138.0,149.0,168.0,154.0,120.0,48.0,15.0,1461.0
059,Malignant neoplasm of the esophagus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,22.0,73.0,177.0,157.0,234.0,233.0,228.0,152.0,96.0,28.0,5.0,1421.0
220,hydrocele and spermatocele,13.0,8.0,4.0,40.0,43.0,36.0,44.0,51.0,68.0,101.0,135.0,184.0,170.0,171.0,156.0,106.0,62.0,15.0,3.0,0.0,1410.0
248,Intrauterine hypoxia and asphyxia during childbirth,1390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1390.0
219,Other diseases of the prostate,0.0,0.0,0.0,3.0,4.0,8.0,10.0,15.0,38.0,52.0,108.0,127.0,146.0,185.0,198.0,176.0,137.0,96.0,42.0,4.0,1349.0
070,Malignant melanoma of the skin,0.0,0.0,0.0,1.0,2.0,16.0,29.0,44.0,75.0,74.0,100.0,117.0,130.0,159.0,180.0,179.0,109.0,81.0,21.0,1.0,1318.0
290,People who use the healthcare system for examination and clarification,326.0,43.0,41.0,38.0,21.0,27.0,36.0,31.0,35.0,38.0,63.0,98.0,135.0,96.0,88.0,80.0,59.0,27.0,9.0,3.0,1294.0
264,Other congenital malformations and deformities of the musculoskeletal system,492.0,66.0,234.0,212.0,75.0,47.0,32.0,26.0,17.0,17.0,13.0,9.0,8.0,7.0,3.0,4.0,2.0,1.0,1.0,0.0,1266.0
165,Acute pharyngitis and acute tonsillitis,170.0,54.0,41.0,235.0,203.0,139.0,116.0,96.0,50.0,34.0,26.0,18.0,22.0,11.0,15.0,7.0,8.0,2.0,3.0,1.0,1251.0
102,Hyperthyroidism (Thyrotoxicosis),1.0,0.0,2.0,17.0,39.0,48.0,82.0,101.0,99.0,110.0,116.0,134.0,129.0,84.0,97.0,93.0,50.0,22.0,11.0,3.0,1238.0
296,Postpartum care and examination,1.0,0.0,0.0,5.0,52.0,239.0,543.0,310.0,62.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1216.0
265,Other congenital malformations,428.0,73.0,46.0,88.0,91.0,65.0,51.0,51.0,45.0,32.0,46.0,35.0,25.0,20.0,13.0,4.0,4.0,2.0,0.0,0.0,1119.0
181,Other diseases of the teeth and periodontium,22.0,35.0,15.0,405.0,121.0,49.0,65.0,46.0,48.0,41.0,50.0,65.0,30.0,32.0,16.0,27.0,22.0,20.0,7.0,1.0,1117.0
078,Other malignant neoplasms of the male genital organs,0.0,2.0,3.0,15.0,66.0,193.0,160.0,155.0,97.0,112.0,75.0,44.0,24.0,59.0,21.0,38.0,21.0,18.0,4.0,0.0,1107.0
283,burns and chemical burns,280.0,47.0,32.0,54.0,42.0,84.0,68.0,51.0,51.0,62.0,64.0,57.0,46.0,31.0,33.0,38.0,37.0,12.0,3.0,1.0,1093.0
161,"Phlebitis, thrombophlebitis, venous embolism and thrombosis",9.0,1.0,4.0,16.0,20.0,21.0,33.0,25.0,43.0,59.0,57.0,68.0,95.0,72.0,135.0,135.0,96.0,91.0,69.0,25.0,1074.0
120,Inflammatory diseases of the central nervous system,54.0,29.0,16.0,28.0,28.0,38.0,41.0,43.0,41.0,54.0,93.0,80.0,113.0,103.0,98.0,99.0,55.0,31.0,6.0,1.0,1051.0
230,menstrual disorders,0.0,0.0,8.0,16.0,9.0,24.0,80.0,225.0,269.0,235.0,139.0,17.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1029.0
282,Consequences of entering a foreign body through a natural orifice,226.0,52.0,30.0,31.0,27.0,50.0,41.0,53.0,48.0,22.0,33.0,44.0,41.0,42.0,53.0,55.0,49.0,51.0,23.0,11.0,982.0
034,Varicella [chicken pox] and zoster,25.0,11.0,6.0,17.0,9.0,20.0,22.0,23.0,21.0,19.0,36.0,59.0,58.0,70.0,107.0,127.0,148.0,118.0,56.0,24.0,976.0
155,"Stroke, not referred to as hemorrhage or infarction",0.0,0.0,3.0,1.0,2.0,7.0,8.0,9.0,18.0,30.0,48.0,49.0,61.0,88.0,113.0,129.0,140.0,136.0,56.0,7.0,905.0
226,Other inflammatory diseases of the female pelvic organs,8.0,1.0,12.0,40.0,65.0,120.0,109.0,115.0,90.0,68.0,57.0,43.0,26.0,25.0,27.0,20.0,10.0,15.0,8.0,0.0,859.0
247,birth trauma,847.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,849.0
235,Medically induced abortion,0.0,0.0,1.0,28.0,74.0,160.0,222.0,244.0,96.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,834.0
259,Other congenital malformations of the digestive system,637.0,15.0,20.0,10.0,7.0,8.0,7.0,11.0,9.0,5.0,15.0,17.0,19.0,12.0,12.0,4.0,5.0,4.0,1.0,0.0,818.0
999,unknown,304.0,4.0,2.0,13.0,11.0,21.0,28.0,19.0,43.0,30.0,26.0,23.0,37.0,26.0,30.0,39.0,32.0,38.0,19.0,7.0,752.0
105,malnutrition,12.0,4.0,5.0,18.0,9.0,7.0,8.0,12.0,18.0,40.0,26.0,46.0,55.0,70.0,94.0,102.0,107.0,65.0,34.0,15.0,747.0
118,intellectual disability,0.0,0.0,5.0,46.0,100.0,108.0,81.0,78.0,57.0,73.0,62.0,56.0,40.0,19.0,12.0,7.0,1.0,0.0,0.0,0.0,745.0
069,Malignant neoplasm of bone and articular cartilage,8.0,46.0,145.0,104.0,45.0,39.0,42.0,24.0,21.0,28.0,36.0,32.0,25.0,39.0,39.0,35.0,11.0,10.0,6.0,1.0,736.0
110,Volumenmangel,23.0,11.0,5.0,3.0,5.0,2.0,7.0,3.0,6.0,13.0,22.0,26.0,23.0,44.0,72.0,86.0,136.0,125.0,87.0,31.0,730.0
285,Toxic effects of mainly non-medically used substances,30.0,30.0,25.0,39.0,49.0,44.0,39.0,46.0,60.0,53.0,43.0,50.0,35.0,31.0,35.0,20.0,25.0,11.0,4.0,3.0,672.0
030,Virusenzephalitis,16.0,25.0,14.0,18.0,14.0,27.0,40.0,48.0,39.0,35.0,48.0,48.0,81.0,61.0,68.0,49.0,26.0,7.0,6.0,0.0,670.0
091,Benign neoplasm of the mammary gland,0.0,0.0,7.0,49.0,74.0,62.0,57.0,67.0,73.0,75.0,65.0,39.0,24.0,24.0,12.0,14.0,5.0,3.0,0.0,0.0,650.0
132,Keratitis and other diseases of the sclera and cornea,1.0,0.0,4.0,10.0,18.0,16.0,15.0,13.0,21.0,18.0,43.0,55.0,51.0,56.0,71.0,78.0,79.0,66.0,25.0,9.0,649.0
280,Crushing and traumatic amputations of specified and multiple body regions,41.0,19.0,14.0,41.0,44.0,38.0,37.0,40.0,47.0,50.0,45.0,53.0,49.0,36.0,25.0,24.0,15.0,10.0,10.0,0.0,638.0
251,Other infections specific to the perinatal period,637.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,637.0
074,Malignant neoplasm of the cervix uteri,0.0,0.0,0.0,0.0,0.0,9.0,30.0,46.0,65.0,92.0,72.0,50.0,69.0,61.0,47.0,32.0,30.0,16.0,8.0,3.0,630.0
066,Malignant neoplasms of the larynx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,23.0,56.0,93.0,80.0,114.0,105.0,82.0,37.0,20.0,7.0,0.0,623.0
234,Spontaneous abortion,0.0,0.0,0.0,2.0,34.0,120.0,183.0,167.0,82.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,595.0
085,Hodgkin's disease [lymphogranulomatosis],0.0,4.0,32.0,55.0,37.0,52.0,65.0,13.0,42.0,30.0,45.0,37.0,40.0,44.0,30.0,15.0,21.0,15.0,2.0,0.0,579.0
292,Other people with potential health risks related to communicable diseases,212.0,4.0,3.0,3.0,8.0,7.0,2.0,7.0,3.0,13.0,8.0,15.0,22.0,21.0,26.0,50.0,59.0,70.0,28.0,7.0,568.0
224,salpingitis and oophoritis,1.0,0.0,4.0,15.0,41.0,61.0,84.0,91.0,65.0,79.0,71.0,23.0,17.0,5.0,3.0,1.0,1.0,1.0,0.0,0.0,563.0
263,Congenital deformities of the feet,300.0,34.0,89.0,58.0,4.0,9.0,7.0,6.0,3.0,6.0,5.0,5.0,4.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,536.0
042,Mykosen,16.0,5.0,3.0,11.0,3.0,5.0,12.0,12.0,23.0,14.0,39.0,37.0,41.0,66.0,74.0,65.0,57.0,33.0,10.0,1.0,527.0
094,Benign neoplasm of the hamstrings,0.0,3.0,1.0,1.0,3.0,8.0,13.0,19.0,10.0,33.0,47.0,47.0,71.0,62.0,73.0,66.0,39.0,12.0,2.0,2.0,512.0
068,Other malignant neoplasms of the respiratory and intrathoracic organs,1.0,14.0,4.0,1.0,8.0,9.0,25.0,24.0,17.0,22.0,66.0,51.0,35.0,57.0,57.0,60.0,26.0,16.0,7.0,2.0,502.0
100,Certain disorders involving the immune system,29.0,5.0,3.0,5.0,17.0,16.0,21.0,31.0,27.0,36.0,60.0,47.0,36.0,40.0,30.0,26.0,14.0,10.0,0.0,0.0,453.0
262,Congenital deformities of the hip,187.0,18.0,34.0,73.0,32.0,35.0,17.0,12.0,10.0,5.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,429.0
252,Hemolytic disease in the fetus and newborn,393.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393.0
257,lip-. Cleft jaw and palate,257.0,38.0,19.0,57.0,9.0,0.0,5.0,2.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393.0
141,hearing loss,43.0,13.0,9.0,9.0,16.0,12.0,10.0,17.0,25.0,18.0,45.0,20.0,36.0,25.0,26.0,35.0,16.0,8.0,1.0,1.0,385.0
245,Damage to the fetus and newborn from maternal factors and from complications of pregnancy. labor and delivery,375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0
260,Nondescensus testis,247.0,48.0,28.0,12.0,4.0,3.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,349.0
033,Infections caused by herpes viruses [Herpes simplexl,69.0,13.0,11.0,9.0,24.0,15.0,21.0,18.0,14.0,5.0,13.0,21.0,12.0,21.0,22.0,22.0,18.0,14.0,3.0,2.0,347.0
255,Other congenital malformations of the nervous system,261.0,9.0,9.0,8.0,3.0,6.0,7.0,7.0,11.0,3.0,4.0,7.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,342.0
212,Other glomerular diseases,27.0,33.0,22.0,18.0,7.0,10.0,5.0,15.0,23.0,18.0,21.0,16.0,16.0,26.0,30.0,16.0,18.0,13.0,5.0,0.0,339.0
095,Benign neoplasm of the brain and other parts of the central nervous system,15.0,12.0,7.0,13.0,15.0,16.0,16.0,17.0,23.0,24.0,32.0,29.0,24.0,24.0,27.0,13.0,7.0,3.0,0.0,1.0,318.0
136,Strabismus,14.0,22.0,9.0,15.0,5.0,7.0,21.0,11.0,14.0,23.0,18.0,18.0,30.0,21.0,29.0,15.0,19.0,11.0,5.0,0.0,307.0
081,Malignant neoplasm of the eye and the ocular appendages,64.0,5.0,0.0,2.0,2.0,6.0,0.0,9.0,14.0,23.0,20.0,20.0,27.0,36.0,17.0,34.0,9.0,8.0,0.0,0.0,296.0
089,Carcinoma in situ der Cervix uteri,0.0,0.0,0.0,0.0,2.0,6.0,31.0,59.0,64.0,46.0,34.0,23.0,11.0,10.0,4.0,1.0,0.0,1.0,0.0,0.0,292.0
277,Injury to the eye and orbit,8.0,11.0,4.0,15.0,8.0,16.0,30.0,21.0,21.0,23.0,16.0,11.0,16.0,8.0,11.0,15.0,24.0,13.0,6.0,1.0,278.0
232,female sterility,0.0,0.0,0.0,1.0,4.0,45.0,80.0,94.0,24.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.0
007,tuberculosis of the respiratory organs,8.0,0.0,4.0,19.0,22.0,34.0,21.0,24.0,17.0,10.0,13.0,16.0,8.0,8.0,9.0,10.0,8.0,9.0,1.0,0.0,241.0
231,climacteric disorders,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,44.0,42.0,31.0,26.0,14.0,20.0,19.0,11.0,5.0,1.0,226.0
221,"Foreskin hypertrophy, phimosis and paraphimosis",10.0,13.0,11.0,16.0,7.0,4.0,5.0,3.0,0.0,2.0,7.0,10.0,9.0,14.0,23.0,32.0,22.0,25.0,10.0,3.0,226.0
269,Senilität,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,13.0,25.0,50.0,59.0,55.0,12.0,221.0
107,Other vitamin deficiencies,12.0,0.0,0.0,1.0,2.0,5.0,4.0,6.0,11.0,12.0,21.0,23.0,32.0,32.0,23.0,20.0,6.0,7.0,1.0,1.0,219.0
177,bronchiectasis,1.0,0.0,0.0,1.0,2.0,4.0,1.0,6.0,5.0,12.0,4.0,18.0,22.0,14.0,28.0,32.0,34.0,13.0,6.0,1.0,204.0
166,Acute laryngitis and tracheitis,70.0,23.0,10.0,4.0,1.0,4.0,4.0,6.0,0.0,2.0,5.0,8.0,2.0,2.0,7.0,2.0,7.0,3.0,3.0,0.0,163.0
144,Chronic rheumatic heart disease,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,6.0,13.0,19.0,14.0,25.0,22.0,12.0,25.0,11.0,9.0,1.0,1.0,161.0
250,Congenital infectious and parasitic diseases,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0
090,Benign neoplasm of the skin,47.0,3.0,6.0,2.0,1.0,1.0,4.0,6.0,5.0,5.0,7.0,4.0,7.0,6.0,7.0,8.0,4.0,5.0,1.0,0.0,129.0
038,Other viral hepatitis,2.0,3.0,3.0,1.0,2.0,6.0,8.0,11.0,5.0,7.0,9.0,14.0,7.0,8.0,9.0,4.0,7.0,2.0,0.0,0.0,108.0
083,Malignant neoplasm of other parts of the central nervous system,6.0,5.0,3.0,7.0,0.0,0.0,5.0,3.0,5.0,6.0,11.0,13.0,15.0,2.0,14.0,7.0,4.0,2.0,0.0,0.0,108.0
008,Other tuberculosis,1.0,1.0,1.0,3.0,5.0,10.0,8.0,10.0,11.0,12.0,8.0,5.0,8.0,3.0,2.0,4.0,6.0,1.0,0.0,0.0,99.0
048,Echinococci,0.0,3.0,0.0,1.0,3.0,1.0,7.0,12.0,3.0,7.0,5.0,7.0,4.0,12.0,7.0,11.0,4.0,3.0,2.0,0.0,92.0
130,inflammation of the eyelid,41.0,20.0,11.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,89.0
039,HIV disease [Human Immunodeficiency Virus Disease],0.0,0.0,0.0,0.0,0.0,3.0,7.0,7.0,7.0,13.0,26.0,11.0,5.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,87.0
023,Sexually Transmitted Chlamydia Diseases,0.0,0.0,0.0,21.0,27.0,19.0,9.0,1.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0
158,Other peripheral vascular diseases,1.0,0.0,1.0,0.0,3.0,1.0,0.0,5.0,13.0,6.0,9.0,5.0,4.0,3.0,6.0,8.0,4.0,4.0,6.0,2.0,81.0
266,Chromosomal abnormalities not classified elsewhere,61.0,0.0,4.0,1.0,2.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,76.0
043,Malaria,1.0,1.0,1.0,4.0,3.0,3.0,7.0,4.0,3.0,13.0,12.0,12.0,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,73.0
211,Acute and rapidly progressive nephritic syndromes,4.0,12.0,6.0,1.0,2.0,4.0,1.0,3.0,1.0,5.0,1.0,5.0,5.0,4.0,5.0,4.0,1.0,1.0,1.0,0.0,66.0
024,Other infections primarily transmitted through sexual intercourse,0.0,0.0,1.0,6.0,14.0,9.0,1.0,7.0,4.0,2.0,2.0,3.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,56.0
022,Gonococcal infection,1.0,0.0,0.0,6.0,10.0,4.0,7.0,5.0,6.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,46.0
178,Pneumokoniosis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,7.0,8.0,0.0,5.0,5.0,5.0,2.0,1.0,0.0,39.0
016,Meningococcal Infection,12.0,0.0,4.0,1.0,2.0,0.0,1.0,3.0,1.0,1.0,3.0,0.0,3.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,37.0
021,Other syphilis,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,4.0,5.0,6.0,6.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,35.0
180,dental caries,10.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,6.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,34.0
131,Conjunctivitis and other affections of the conjunctiva,8.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,3.0,3.0,5.0,4.0,0.0,0.0,34.0
258,"Absence, atresia and stenosis of the small intestine",29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
254,Spina bifida,25.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0
032,Other arthropod-borne viral diseases and viral haemorrhagic fevers,0.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,5.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,27.0
293,contraceptive measures,0.0,0.0,0.0,0.0,1.0,0.0,8.0,9.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0
053,Other helminths,2.0,0.0,4.0,3.0,1.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,26.0
138,blindness and poor eyesight,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0,3.0,0.0,3.0,2.0,2.0,1.0,25.0
225,Inflammatory disease of the cervix,0.0,0.0,0.0,0.0,1.0,4.0,1.0,4.0,4.0,3.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0
015,whooping cough,7.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,21.0
003,Shigellosis [Bacterial dysentery],1.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,3.0,1.0,0.0,0.0,19.0
037,Acute viral hepatitis B,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,5.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,19.0
004,Amoebiasis [amoebic dysentery],0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,15.0
275,Fractures involving multiple body regions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,4.0,1.0,2.0,1.0,0.0,15.0
137,accommodation disorders and refractive errors,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,12.0
020,Frühsyphilis,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0
143,Acute rheumatic fever,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,9.0
101,Thyroid diseases caused by iodine deficiency,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0
035,measles,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
289,"Consequences of injuries, poisoning and other effects of external causes",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,7.0
046,Schistosomiasis [Bilharziosis],0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0
040,Mumps,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,6.0
044,leishmaniasis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0
